考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,客观总分,主观总分,全卷总分,客观错题题号
100041,田井中律,0,5,0,5,5,0,0,0,5,6,0,0,26,,26,"Q1,Q3,Q6,Q7,Q8,Q11,Q12"
100042,琴吹䌷,0,0,5,0,0,0,0,0,0,6,0,6,17,,17,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q11"
100043,中野梓,0,0,5,5,0,5,5,0,0,0,0,6,26,,26,"Q1,Q2,Q5,Q8,Q9,Q10,Q11"
100044,黄前久美子,5,0,5,0,0,0,0,5,5,0,0,0,20,,20,"Q2,Q4,Q5,Q6,Q7,Q10,Q11,Q12"
100045,高坂丽奈,0,5,0,0,0,0,0,5,0,0,6,0,16,,16,"Q1,Q3,Q4,Q5,Q6,Q7,Q9,Q10,Q12"
100046,川岛绿辉,0,0,0,5,5,0,0,5,5,0,0,6,26,,26,"Q1,Q2,Q3,Q6,Q7,Q10,Q11"
100047,加藤叶月,0,0,0,0,0,0,5,5,5,0,6,3,24,,24,"Q1,Q2,Q3,Q4,Q5,Q6,Q10"
100048,田中明日香,5,5,0,0,5,0,0,5,0,0,0,6,26,,26,"Q3,Q4,Q6,Q7,Q9,Q10,Q11"
100049,伞木希美,5,0,5,5,5,5,5,0,5,6,6,6,53,,53,"Q2,Q8"
100050,铠冢霙,5,5,0,0,5,5,0,5,5,0,0,6,36,,36,"Q3,Q4,Q7,Q10,Q11"
