考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100140,须王环,0,5,0,0,5,0,0,0,0,0,10,,10,"Q1,Q3,Q4,Q6,Q7,Q8,Q9,Q10"
100141,凤镜夜,0,0,0,0,5,0,0,6,0,0,11,,11,"Q1,Q2,Q3,Q4,Q6,Q7,Q9,Q10"
100142,常陆院光,0,5,0,5,5,0,5,0,6,6,32,,32,"Q1,Q3,Q6,Q8"
100143,常陆院馨,5,0,0,0,5,5,0,0,0,6,21,,21,"Q2,Q3,Q4,Q7,Q8,Q9"
100144,冢本天满,0,0,5,5,0,5,0,0,0,4,19,,19,"Q1,Q2,Q5,Q7,Q8,Q9"
100145,播磨拳儿,5,5,5,0,5,5,0,6,6,0,37,,37,"Q4,Q7,Q10"
100146,泽近爱理,0,5,0,0,0,0,0,0,0,0,5,,5,"Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100147,周防美琴,5,0,0,0,0,0,0,0,6,0,11,,11,"Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q10"
100148,宫前佳奈子,5,0,5,0,5,5,0,0,0,0,20,,20,"Q2,Q4,Q7,Q8,Q9,Q10"
100149,祇堂鞠也,5,0,5,5,5,5,0,0,6,3,34,,34,"Q2,Q7,Q8"
100150,汐王寺茉莉花,5,5,5,5,5,5,5,0,6,4,45,,45,Q8
