考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,客观总分,主观总分,全卷总分,客观错题题号
100241,幸平创真,5,5,0,5,0,0,5,0,0,6,0,26,,26,"Q3,Q5,Q6,Q8,Q9,Q11"
100242,薙切绘里奈,5,0,0,0,5,5,0,0,0,0,0,15,,15,"Q2,Q3,Q4,Q7,Q8,Q9,Q10,Q11"
100243,田所惠,5,5,5,5,5,5,5,5,2,0,2,44,,44,Q10
100244,塔克米阿尔迪尼,0,5,5,5,5,5,5,0,0,6,6,42,,42,"Q1,Q8,Q9"
100245,伊萨米阿尔迪尼,5,5,0,5,0,5,0,5,0,0,0,25,,25,"Q3,Q5,Q7,Q9,Q10,Q11"
100246,幸平城一郎,0,5,5,0,0,0,5,0,0,0,0,15,,15,"Q1,Q4,Q5,Q6,Q8,Q9,Q10,Q11"
100247,堂岛银,5,0,0,5,5,5,5,5,6,6,6,48,,48,"Q2,Q3"
100248,四宫小次郎,5,0,0,5,0,5,0,5,0,3,6,29,,29,"Q2,Q3,Q5,Q7,Q9"
100249,水户郁魅,5,5,5,0,0,0,0,0,6,0,0,21,,21,"Q4,Q5,Q6,Q7,Q8,Q10,Q11"
100250,吉野悠姬,5,5,5,5,5,5,0,5,3,6,4,48,,48,Q7
