考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,客观总分,主观总分,全卷总分,客观错题题号
100229,山口忠,5,5,5,5,5,5,5,5,6,0,6,3,55,,55,Q10
100230,及川彻,0,0,0,0,5,5,5,0,0,3,3,3,24,,24,"Q1,Q2,Q3,Q4,Q8,Q9"
100231,岩泉一,0,5,0,5,5,5,0,5,0,6,0,4,35,,35,"Q1,Q3,Q7,Q9,Q11"
100232,黑尾铁朗,0,0,5,5,0,0,0,0,0,0,0,0,10,,10,"Q1,Q2,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12"
100233,孤爪研磨,5,0,5,5,5,5,5,0,4,0,6,0,40,,40,"Q2,Q8,Q10,Q12"
100234,木兔光太郎,5,0,0,5,5,0,0,5,6,0,0,6,32,,32,"Q2,Q3,Q6,Q7,Q10,Q11"
100235,赤苇京治,5,0,5,5,0,0,0,0,4,0,6,0,25,,25,"Q2,Q5,Q6,Q7,Q8,Q10,Q12"
100236,牛岛若利,5,5,0,5,0,5,0,5,3,6,6,0,40,,40,"Q3,Q5,Q7,Q12"
100237,天童觉,0,5,0,0,5,0,5,0,0,0,0,0,15,,15,"Q1,Q3,Q4,Q6,Q8,Q9,Q10,Q11,Q12"
100238,星海光来,0,0,0,0,0,0,0,0,0,4,6,6,16,,16,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100239,佐久早圣臣,0,0,0,5,0,0,0,5,0,0,6,0,16,,16,"Q1,Q2,Q3,Q5,Q6,Q7,Q9,Q10,Q12"
100240,宫侑,0,0,5,5,5,0,5,0,0,0,3,0,23,,23,"Q1,Q2,Q6,Q8,Q9,Q10,Q12"
100241,幸平创真,5,0,0,0,0,5,5,0,0,3,0,0,18,,18,"Q2,Q3,Q4,Q5,Q8,Q9,Q11,Q12"
100242,薙切绘里奈,0,0,0,5,0,0,0,0,6,3,0,0,14,,14,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q11,Q12"
100243,田所惠,5,5,0,5,5,0,5,5,3,3,0,6,42,,42,"Q3,Q6,Q11"
100244,塔克米阿尔迪尼,0,0,5,5,5,5,5,0,6,6,0,6,43,,43,"Q1,Q2,Q8,Q11"
100245,伊萨米阿尔迪尼,0,0,5,5,0,5,0,5,0,0,6,6,32,,32,"Q1,Q2,Q5,Q7,Q9,Q10"
100246,幸平城一郎,0,0,0,5,5,5,0,0,0,2,0,6,23,,23,"Q1,Q2,Q3,Q7,Q8,Q9,Q11"
100247,堂岛银,5,0,0,0,5,5,0,5,6,2,0,6,34,,34,"Q2,Q3,Q4,Q7,Q11"
100248,四宫小次郎,0,0,0,0,5,5,0,5,0,6,6,4,31,,31,"Q1,Q2,Q3,Q4,Q7,Q9"
100249,水户郁魅,0,0,5,0,0,5,5,0,0,0,6,0,21,,21,"Q1,Q2,Q4,Q5,Q8,Q9,Q10,Q12"
100250,吉野悠姬,0,5,0,0,0,0,0,0,4,4,6,6,25,,25,"Q1,Q3,Q4,Q5,Q6,Q7,Q8"
