考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,客观总分,主观总分,全卷总分,客观错题题号
100139,藤冈春绯,5,5,5,5,0,0,0,5,3,0,6,34,,34,"Q5,Q6,Q7,Q10"
100140,须王环,0,5,0,0,0,5,0,0,0,0,0,10,,10,"Q1,Q3,Q4,Q5,Q7,Q8,Q9,Q10,Q11"
100141,凤镜夜,5,0,5,0,0,0,0,5,0,6,0,21,,21,"Q2,Q4,Q5,Q6,Q7,Q9,Q11"
100142,常陆院光,0,5,0,5,5,5,0,5,4,0,0,29,,29,"Q1,Q3,Q7,Q10,Q11"
100143,常陆院馨,0,5,5,0,5,0,0,5,6,0,0,26,,26,"Q1,Q4,Q6,Q7,Q10,Q11"
100144,冢本天满,0,0,5,5,0,0,5,0,3,6,0,24,,24,"Q1,Q2,Q5,Q6,Q8,Q11"
100145,播磨拳儿,0,0,5,5,5,0,5,5,6,0,0,31,,31,"Q1,Q2,Q6,Q10,Q11"
100146,泽近爱理,0,5,0,0,5,5,0,0,0,6,4,25,,25,"Q1,Q3,Q4,Q7,Q8,Q9"
100147,周防美琴,0,0,0,0,0,0,0,0,0,0,6,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100148,宫前佳奈子,0,0,0,0,5,0,0,5,0,0,0,10,,10,"Q1,Q2,Q3,Q4,Q6,Q7,Q9,Q10,Q11"
100149,祇堂鞠也,0,5,0,0,5,5,5,5,6,6,0,37,,37,"Q1,Q3,Q4,Q11"
100150,汐王寺茉莉花,5,0,5,0,5,5,5,5,6,2,0,38,,38,"Q2,Q4,Q11"
