考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,客观总分,主观总分,全卷总分,客观错题题号
100223,泽村大地,0,0,5,5,0,0,0,0,0,5,0,2,17,,17,"Q1,Q2,Q5,Q6,Q7,Q8,Q9,Q11"
100224,菅原孝支,0,0,5,0,0,0,5,0,0,0,0,0,10,,10,"Q1,Q2,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q12"
100225,缘下力,5,0,5,0,0,5,0,0,5,0,6,0,26,,26,"Q2,Q4,Q5,Q7,Q8,Q10,Q12"
100226,西谷夕,5,0,0,0,5,5,0,0,0,0,0,3,18,,18,"Q2,Q3,Q4,Q7,Q8,Q9,Q10,Q11"
100227,东峰旭,5,0,5,0,5,0,0,0,0,0,0,0,15,,15,"Q2,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12"
100228,月岛萤,5,5,5,5,5,5,5,5,5,5,3,0,53,,53,Q12
100229,山口忠,5,5,5,5,5,5,5,5,5,5,3,6,59,,59,
100230,及川彻,5,5,0,5,0,0,0,0,0,0,6,0,21,,21,"Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q12"
100231,岩泉一,5,5,0,5,5,5,5,0,0,5,6,3,44,,44,"Q3,Q8,Q9"
100232,黑尾铁朗,5,5,5,0,0,5,0,0,0,0,6,0,26,,26,"Q4,Q5,Q7,Q8,Q9,Q10,Q12"
100233,孤爪研磨,5,5,5,5,5,5,5,5,5,5,6,0,56,,56,Q12
100234,木兔光太郎,5,0,0,0,5,5,5,5,5,5,6,0,41,,41,"Q2,Q3,Q4,Q12"
100235,赤苇京治,5,0,0,0,0,0,0,5,0,5,6,0,21,,21,"Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q12"
100236,牛岛若利,5,5,5,5,5,5,5,5,5,5,6,5,61,,61,
100237,天童觉,0,5,0,0,0,5,5,0,5,0,6,0,26,,26,"Q1,Q3,Q4,Q5,Q8,Q10,Q12"
100238,星海光来,0,0,5,0,0,5,0,0,0,0,6,2,18,,18,"Q1,Q2,Q4,Q5,Q7,Q8,Q9,Q10"
100239,佐久早圣臣,0,0,5,0,0,0,0,0,0,5,0,0,10,,10,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q11,Q12"
100240,宫侑,0,0,5,0,5,0,5,0,5,0,0,0,20,,20,"Q1,Q2,Q4,Q6,Q8,Q10,Q11,Q12"
100241,幸平创真,5,5,0,5,0,0,0,0,0,0,6,0,21,,21,"Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q12"
100242,薙切绘里奈,0,5,0,0,5,5,0,5,0,5,0,6,31,,31,"Q1,Q3,Q4,Q7,Q9,Q11"
100243,田所惠,5,0,5,5,5,5,5,5,5,5,0,6,51,,51,"Q2,Q11"
100244,塔克米阿尔迪尼,0,5,5,5,5,5,5,0,5,0,6,0,41,,41,"Q1,Q8,Q10,Q12"
100245,伊萨米阿尔迪尼,5,5,0,0,0,5,5,5,5,5,0,0,35,,35,"Q3,Q4,Q5,Q11,Q12"
100246,幸平城一郎,0,0,0,0,0,5,5,0,5,0,6,6,27,,27,"Q1,Q2,Q3,Q4,Q5,Q8,Q10"
100247,堂岛银,5,5,0,5,5,5,5,5,5,5,6,6,57,,57,Q3
100248,四宫小次郎,0,0,5,0,5,5,0,0,5,5,0,0,25,,25,"Q1,Q2,Q4,Q7,Q8,Q11,Q12"
100249,水户郁魅,5,0,0,0,0,5,0,0,5,5,3,0,23,,23,"Q2,Q3,Q4,Q5,Q7,Q8,Q12"
100250,吉野悠姬,5,5,5,5,0,5,5,5,5,5,6,0,51,,51,"Q5,Q12"
