考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,客观总分,主观总分,全卷总分,客观错题题号
100239,佐久早圣臣,0,5,0,0,0,5,0,0,6,0,0,16,,16,"Q1,Q3,Q4,Q5,Q7,Q8,Q10,Q11"
100240,宫侑,5,5,5,0,0,5,5,5,0,0,6,36,,36,"Q4,Q5,Q9,Q10"
100241,幸平创真,0,0,0,0,0,5,5,5,0,6,6,27,,27,"Q1,Q2,Q3,Q4,Q5,Q9"
100242,薙切绘里奈,0,5,5,5,5,0,5,0,0,0,0,25,,25,"Q1,Q6,Q8,Q9,Q10,Q11"
100243,田所惠,5,5,5,5,5,5,5,5,0,3,0,43,,43,"Q9,Q11"
100244,塔克米阿尔迪尼,5,5,5,5,5,0,0,0,0,6,4,35,,35,"Q6,Q7,Q8,Q9"
100245,伊萨米阿尔迪尼,0,5,5,5,5,5,0,0,0,0,0,25,,25,"Q1,Q7,Q8,Q9,Q10,Q11"
100246,幸平城一郎,0,5,0,0,0,5,0,5,6,0,0,21,,21,"Q1,Q3,Q4,Q5,Q7,Q10,Q11"
100247,堂岛银,5,5,5,5,5,5,5,5,3,4,0,47,,47,Q11
100248,四宫小次郎,0,0,0,0,5,5,0,0,0,4,6,20,,20,"Q1,Q2,Q3,Q4,Q7,Q8,Q9"
100249,水户郁魅,0,0,5,0,0,0,0,0,6,0,6,17,,17,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q10"
100250,吉野悠姬,5,0,0,5,5,5,5,5,6,6,6,48,,48,"Q2,Q3"
