考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,客观总分,主观总分,全卷总分,客观错题题号
100220,野边将广,5,0,0,5,0,5,5,5,0,0,0,0,0,0,5,5,6,6,7,25,29,54,"Q2,Q3,Q5,Q9,Q10,Q11,Q12,Q13,Q14"
100221,日向翔阳,0,0,5,0,0,5,0,5,3,0,6,0,0,0,3,2,2,3,2,24,12,36,"Q1,Q2,Q4,Q5,Q7,Q10,Q12,Q13,Q14"
100222,影山飞雄,0,5,0,0,0,0,5,5,0,6,0,0,0,0,4,3,4,4,4,21,19,40,"Q1,Q3,Q4,Q5,Q6,Q9,Q11,Q12,Q13,Q14"
100223,泽村大地,0,0,0,0,5,5,5,0,0,0,6,0,0,0,3,4,5,4,4,21,20,41,"Q1,Q2,Q3,Q4,Q8,Q9,Q10,Q12,Q13,Q14"
100224,菅原孝支,0,0,5,0,5,0,0,0,3,0,0,5,0,5,2,2,2,3,4,23,13,36,"Q1,Q2,Q4,Q6,Q7,Q8,Q10,Q11,Q13"
100225,缘下力,0,0,0,0,5,5,5,5,6,0,0,0,5,5,5,9,6,7,7,36,34,70,"Q1,Q2,Q3,Q4,Q10,Q11,Q12"
100226,西谷夕,5,0,0,0,0,0,0,0,3,0,0,0,5,0,4,4,4,5,4,13,21,34,"Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q11,Q12,Q14"
100227,东峰旭,5,0,0,5,0,5,5,0,0,6,0,0,0,5,2,3,2,5,3,31,15,46,"Q2,Q3,Q5,Q8,Q9,Q11,Q12,Q13"
100228,月岛萤,5,5,5,5,5,5,5,5,6,0,0,5,5,0,7,9,13,10,12,56,51,107,"Q10,Q11,Q14"
100229,山口忠,5,5,5,5,5,5,5,5,6,6,6,5,5,5,11,14,14,9,15,73,63,136,
100230,及川彻,5,0,5,5,5,0,5,0,0,0,6,5,0,0,7,8,8,6,6,36,35,71,"Q2,Q6,Q8,Q9,Q10,Q13,Q14"
100231,岩泉一,0,5,0,5,5,5,5,5,3,6,2,5,5,0,7,7,5,11,9,51,39,90,"Q1,Q3,Q14"
100232,黑尾铁朗,0,5,0,5,5,0,5,5,0,6,0,0,0,5,4,5,6,6,4,36,25,61,"Q1,Q3,Q6,Q9,Q11,Q12,Q13"
100233,孤爪研磨,5,5,5,5,0,5,5,5,6,0,0,5,5,5,9,11,8,13,14,56,55,111,"Q5,Q10,Q11"
100234,木兔光太郎,0,5,0,5,5,5,0,5,0,0,6,0,0,0,7,8,8,9,10,31,42,73,"Q1,Q3,Q7,Q9,Q10,Q12,Q13,Q14"
100235,赤苇京治,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,10,14,24,"Q1,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14"
100236,牛岛若利,0,0,5,5,0,5,5,5,2,6,0,0,5,5,6,11,11,11,7,43,46,89,"Q1,Q2,Q5,Q11,Q12"
100237,天童觉,5,5,0,0,0,5,5,5,0,0,0,5,0,5,2,5,3,4,4,35,18,53,"Q3,Q4,Q5,Q9,Q10,Q11,Q13"
100238,星海光来,0,5,0,0,0,0,5,0,0,0,0,5,0,0,3,3,4,4,3,15,17,32,"Q1,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q13,Q14"
100239,佐久早圣臣,0,5,5,0,0,0,0,0,0,0,3,5,5,5,3,3,4,5,3,28,18,46,"Q1,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100240,宫侑,0,0,0,5,5,5,0,0,6,0,3,0,0,0,3,4,6,6,5,24,24,48,"Q1,Q2,Q3,Q7,Q8,Q10,Q12,Q13,Q14"
100241,幸平创真,5,0,5,5,0,0,5,5,4,0,6,0,0,0,4,5,5,7,6,35,27,62,"Q2,Q5,Q6,Q10,Q12,Q13,Q14"
100242,薙切绘里奈,0,0,0,0,0,5,0,0,6,0,6,0,0,5,4,4,3,6,7,22,24,46,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q10,Q12,Q13"
100243,田所惠,5,0,5,5,0,5,0,5,0,6,6,5,5,5,8,7,9,9,8,52,41,93,"Q2,Q5,Q7,Q9"
100244,塔克米阿尔迪尼,5,5,5,5,0,0,5,0,0,0,0,5,0,5,6,5,9,8,11,35,39,74,"Q5,Q6,Q8,Q9,Q10,Q11,Q13"
100245,伊萨米阿尔迪尼,5,5,5,5,5,5,5,0,6,6,3,5,5,5,7,9,7,8,6,65,37,102,Q8
100246,幸平城一郎,0,0,0,0,0,5,5,0,6,0,2,5,0,0,2,3,5,5,5,23,20,43,"Q1,Q2,Q3,Q4,Q5,Q8,Q10,Q13,Q14"
100247,堂岛银,5,5,5,5,0,0,5,0,0,6,6,5,5,0,8,9,7,10,6,47,40,87,"Q5,Q6,Q8,Q9,Q14"
100248,四宫小次郎,5,5,5,5,0,5,5,5,6,0,0,0,0,5,4,7,5,8,5,46,29,75,"Q5,Q10,Q11,Q12,Q13"
100249,水户郁魅,0,0,0,0,0,5,0,0,0,0,0,5,5,0,5,5,4,4,5,15,23,38,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q9,Q10,Q11,Q14"
100250,吉野悠姬,5,5,5,5,5,0,0,0,0,6,6,0,5,0,7,5,8,6,8,42,34,76,"Q6,Q7,Q8,Q9,Q12,Q14"
