考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100129,土浦梁太郎,0,5,5,5,5,5,6,0,6,3,40,,40,"Q1,Q8"
100130,志水桂一,5,5,5,5,5,5,6,3,6,6,51,,51,
100131,泷岛彗,0,5,5,5,5,0,0,6,2,6,34,,34,"Q1,Q6,Q7"
100132,华园光,0,5,5,0,0,5,0,0,0,0,15,,15,"Q1,Q4,Q5,Q7,Q8,Q9,Q10"
100133,杂贺八寻,0,0,5,5,0,0,0,0,0,0,10,,10,"Q1,Q2,Q5,Q6,Q7,Q8,Q9,Q10"
100134,狩野宙,5,5,0,5,5,5,0,0,0,0,25,,25,"Q3,Q7,Q8,Q9,Q10"
100135,鲇泽美咲,5,0,0,0,0,0,0,0,6,0,11,,11,"Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q10"
100136,碓冰拓海,0,0,0,5,0,5,0,0,6,0,16,,16,"Q1,Q2,Q3,Q5,Q7,Q8,Q10"
100137,花园樱,0,0,0,0,0,5,6,0,0,0,11,,11,"Q1,Q2,Q3,Q4,Q5,Q8,Q9,Q10"
100138,加贺静子,0,0,0,5,5,5,6,0,0,0,21,,21,"Q1,Q2,Q3,Q8,Q9,Q10"
100139,藤冈春绯,5,0,5,5,5,5,6,6,6,3,46,,46,Q2
100140,须王环,5,5,5,5,5,0,0,0,6,2,33,,33,"Q6,Q7,Q8"
100141,凤镜夜,5,0,0,0,0,5,0,0,0,4,14,,14,"Q2,Q3,Q4,Q5,Q7,Q8,Q9"
100142,常陆院光,5,5,0,0,0,0,6,6,6,0,28,,28,"Q3,Q4,Q5,Q6,Q10"
100143,常陆院馨,0,0,5,0,5,0,0,6,0,3,19,,19,"Q1,Q2,Q4,Q6,Q7,Q9"
100144,冢本天满,0,0,5,0,0,5,0,0,0,0,10,,10,"Q1,Q2,Q4,Q5,Q7,Q8,Q9,Q10"
100145,播磨拳儿,5,5,0,5,5,5,4,6,3,0,38,,38,"Q3,Q10"
100146,泽近爱理,5,5,0,0,5,5,0,0,0,3,23,,23,"Q3,Q4,Q7,Q8,Q9"
100147,周防美琴,0,0,0,0,5,5,0,0,0,0,10,,10,"Q1,Q2,Q3,Q4,Q7,Q8,Q9,Q10"
100148,宫前佳奈子,5,0,5,0,5,5,6,0,0,0,26,,26,"Q2,Q4,Q8,Q9,Q10"
100149,祇堂鞠也,0,5,5,5,0,0,0,0,0,0,15,,15,"Q1,Q5,Q6,Q7,Q8,Q9,Q10"
100150,汐王寺茉莉花,5,5,5,5,5,5,3,6,0,6,45,,45,Q9
