考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100024,上井草美咲,0,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100025,三鹰仁,5,5,5,5,5,5,6,6,6,5,53,,53,
100026,赤坂龙之介,0,5,0,0,5,5,6,6,0,6,33,,33,"Q1,Q3,Q4,Q9"
100027,绫小路清隆,0,0,5,0,0,0,0,0,0,0,5,,5,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100028,堀北铃音,0,0,0,0,0,0,0,3,0,0,3,,3,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q10"
100029,栉田桔梗,5,5,5,5,5,5,2,6,0,0,38,,38,"Q9,Q10"
100030,轻井泽惠,0,0,5,0,5,5,6,3,6,0,30,,30,"Q1,Q2,Q4,Q10"
100031,一之濑帆波,5,5,5,0,5,5,0,3,6,6,40,,40,"Q4,Q7"
100032,坂柳有栖,0,5,0,5,0,5,6,6,4,0,31,,31,"Q1,Q3,Q5,Q10"
100033,龙园翔,5,0,0,5,5,0,3,6,0,0,24,,24,"Q2,Q3,Q6,Q9,Q10"
100034,比企谷八幡,0,5,5,5,5,5,2,2,6,0,35,,35,"Q1,Q10"
100035,雪之下雪乃,5,0,0,0,5,0,0,4,0,0,14,,14,"Q2,Q3,Q4,Q6,Q7,Q9,Q10"
100036,由比滨结衣,5,0,0,0,5,5,0,0,0,2,17,,17,"Q2,Q3,Q4,Q7,Q8,Q9"
100037,一色彩羽,5,5,5,0,5,5,0,6,6,6,43,,43,"Q4,Q7"
100038,户冢彩加,5,0,5,0,5,0,0,0,0,6,21,,21,"Q2,Q4,Q6,Q7,Q8,Q9"
100039,平泽唯,5,5,5,5,0,5,6,6,6,6,49,,49,Q5
100040,秋山澪,5,5,5,5,0,5,6,0,0,6,37,,37,"Q5,Q8,Q9"
100041,田井中律,0,5,5,5,5,5,6,3,6,6,46,,46,Q1
100042,琴吹䌷,0,0,0,5,5,0,0,0,0,0,10,,10,"Q1,Q2,Q3,Q6,Q7,Q8,Q9,Q10"
100043,中野梓,5,0,0,0,5,0,0,0,6,0,16,,16,"Q2,Q3,Q4,Q6,Q7,Q8,Q10"
100044,黄前久美子,5,0,5,0,0,5,3,4,6,6,34,,34,"Q2,Q4,Q5"
100045,高坂丽奈,0,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100046,川岛绿辉,0,0,0,5,5,0,0,0,0,0,10,,10,"Q1,Q2,Q3,Q6,Q7,Q8,Q9,Q10"
100047,加藤叶月,0,0,0,0,5,0,0,0,6,0,11,,11,"Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q10"
100048,田中明日香,0,5,5,5,0,5,0,0,6,0,26,,26,"Q1,Q5,Q7,Q8,Q10"
100049,伞木希美,0,5,5,0,5,5,3,3,0,0,26,,26,"Q1,Q4,Q9,Q10"
100050,铠冢霙,5,0,0,0,5,5,3,6,0,0,24,,24,"Q2,Q3,Q4,Q9,Q10"
