考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100041,田井中律,0,5,0,0,0,5,6,6,0,3,25,,25,"Q1,Q3,Q4,Q5,Q9"
100042,琴吹䌷,0,0,0,0,0,0,0,0,0,2,2,,2,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100043,中野梓,0,0,5,0,0,5,0,0,0,0,10,,10,"Q1,Q2,Q4,Q5,Q7,Q8,Q9,Q10"
100044,黄前久美子,5,0,0,5,0,0,0,0,0,0,10,,10,"Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100045,高坂丽奈,5,0,0,0,5,0,0,0,0,0,10,,10,"Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10"
100046,川岛绿辉,0,0,0,0,0,5,0,0,6,0,11,,11,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q10"
100047,加藤叶月,0,0,5,0,0,0,0,0,6,0,11,,11,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q10"
100048,田中明日香,0,5,5,0,5,5,0,0,6,6,32,,32,"Q1,Q4,Q7,Q8"
100049,伞木希美,0,0,0,5,5,5,0,0,0,6,21,,21,"Q1,Q2,Q3,Q7,Q8,Q9"
100050,铠冢霙,5,5,5,0,0,5,0,0,0,6,26,,26,"Q4,Q5,Q7,Q8,Q9"
