考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,客观总分,主观总分,全卷总分,客观错题题号
100019,凸守早苗,0,5,0,0,5,5,5,5,0,5,0,6,36,,36,"Q1,Q3,Q4,Q9,Q11"
100020,七宫智音,0,0,5,0,0,0,0,0,5,0,0,0,10,,10,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q10,Q11,Q12"
100021,神田空太,5,0,5,5,0,5,5,5,5,0,0,6,41,,41,"Q2,Q5,Q10,Q11"
100022,椎名真白,5,5,5,0,5,0,5,5,5,5,6,6,52,,52,"Q4,Q6"
100023,青山七海,5,0,5,0,0,5,0,5,0,0,2,0,22,,22,"Q2,Q4,Q5,Q7,Q9,Q10,Q12"
100024,上井草美咲,0,0,5,5,0,0,5,0,5,5,0,0,25,,25,"Q1,Q2,Q5,Q6,Q8,Q11,Q12"
100025,三鹰仁,5,5,5,5,5,5,5,5,5,5,0,3,53,,53,Q11
100026,赤坂龙之介,0,0,0,0,5,0,5,5,5,0,6,3,29,,29,"Q1,Q2,Q3,Q4,Q6,Q10"
100027,绫小路清隆,5,0,5,5,5,5,5,5,5,5,2,6,53,,53,Q2
100028,堀北铃音,5,5,5,5,5,5,5,5,5,5,6,4,60,,60,
100029,栉田桔梗,5,0,5,5,5,5,5,5,5,5,6,6,57,,57,Q2
100030,轻井泽惠,0,5,5,0,5,5,0,5,0,5,0,0,30,,30,"Q1,Q4,Q7,Q9,Q11,Q12"
100031,一之濑帆波,5,5,5,5,5,5,5,5,0,0,6,6,52,,52,"Q9,Q10"
100032,坂柳有栖,5,5,5,5,5,5,5,5,5,5,6,0,56,,56,Q12
100033,龙园翔,5,0,0,5,5,5,5,5,5,0,6,6,47,,47,"Q2,Q3,Q10"
100034,比企谷八幡,5,5,5,5,5,5,5,5,5,0,6,0,51,,51,"Q10,Q12"
100035,雪之下雪乃,0,5,5,5,0,0,0,0,0,5,2,0,22,,22,"Q1,Q5,Q6,Q7,Q8,Q9,Q12"
100036,由比滨结衣,0,5,5,0,5,0,5,0,5,0,0,6,31,,31,"Q1,Q4,Q6,Q8,Q10,Q11"
100037,一色彩羽,5,0,5,5,5,5,5,5,5,5,3,6,54,,54,Q2
100038,户冢彩加,5,5,5,5,5,0,5,0,5,5,6,6,52,,52,"Q6,Q8"
100039,平泽唯,5,5,5,5,5,0,5,0,5,5,0,2,42,,42,"Q6,Q8,Q11"
100040,秋山澪,5,0,5,5,0,0,5,0,0,5,0,6,31,,31,"Q2,Q5,Q6,Q8,Q9,Q11"
100041,田井中律,0,5,5,5,0,5,5,0,5,5,0,6,41,,41,"Q1,Q5,Q8,Q11"
100042,琴吹䌷,5,0,0,0,5,0,0,0,0,0,0,0,10,,10,"Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12"
100043,中野梓,0,5,5,0,5,5,5,0,5,5,3,6,44,,44,"Q1,Q4,Q8"
100044,黄前久美子,0,5,5,0,0,0,5,0,0,5,0,6,26,,26,"Q1,Q4,Q5,Q6,Q8,Q9,Q11"
100045,高坂丽奈,0,0,0,0,5,0,0,5,0,0,0,0,10,,10,"Q1,Q2,Q3,Q4,Q6,Q7,Q9,Q10,Q11,Q12"
100046,川岛绿辉,5,0,5,0,5,5,5,0,0,0,0,0,25,,25,"Q2,Q4,Q8,Q9,Q10,Q11,Q12"
100047,加藤叶月,0,5,0,5,0,5,0,0,0,0,0,0,15,,15,"Q1,Q3,Q5,Q7,Q8,Q9,Q10,Q11,Q12"
100048,田中明日香,0,0,5,0,0,0,0,5,5,0,6,0,21,,21,"Q1,Q2,Q4,Q5,Q6,Q7,Q10,Q12"
100049,伞木希美,0,5,5,0,0,0,0,0,0,5,0,6,21,,21,"Q1,Q4,Q5,Q6,Q7,Q8,Q9,Q11"
100050,铠冢霙,5,5,0,5,0,0,5,5,5,0,0,0,30,,30,"Q3,Q5,Q6,Q10,Q11,Q12"
