考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,客观总分,主观总分,全卷总分,客观错题题号
100226,西谷夕,0,5,0,0,0,0,0,0,0,0,0,0,5,,5,"Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12"
100227,东峰旭,0,0,5,0,0,0,0,0,0,0,0,6,11,,11,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11"
100228,月岛萤,5,5,5,5,5,5,5,5,5,0,6,6,57,,57,Q10
100229,山口忠,5,5,5,0,0,5,5,5,0,5,6,6,47,,47,"Q4,Q5,Q9"
100230,及川彻,0,0,5,5,5,0,5,5,0,0,6,6,37,,37,"Q1,Q2,Q6,Q9,Q10"
100231,岩泉一,5,5,0,5,5,5,5,5,0,5,0,0,40,,40,"Q3,Q9,Q11,Q12"
100232,黑尾铁朗,0,0,5,0,0,5,5,0,5,5,6,0,31,,31,"Q1,Q2,Q4,Q5,Q8,Q12"
100233,孤爪研磨,5,5,5,5,5,5,5,5,5,0,6,6,57,,57,Q10
100234,木兔光太郎,0,0,5,5,5,5,5,5,0,5,6,6,47,,47,"Q1,Q2,Q9"
100235,赤苇京治,0,0,0,5,5,0,0,5,0,0,0,4,19,,19,"Q1,Q2,Q3,Q6,Q7,Q9,Q10,Q11"
100236,牛岛若利,5,5,0,0,5,5,5,5,5,5,6,0,46,,46,"Q3,Q4,Q12"
100237,天童觉,0,5,0,0,0,5,0,0,0,0,6,6,22,,22,"Q1,Q3,Q4,Q5,Q7,Q8,Q9,Q10"
100238,星海光来,0,0,0,0,5,0,0,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12"
100239,佐久早圣臣,0,0,0,0,0,0,0,5,0,5,0,3,13,,13,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q11"
100240,宫侑,5,5,5,0,0,5,5,0,0,5,0,0,30,,30,"Q4,Q5,Q8,Q9,Q11,Q12"
100241,幸平创真,5,5,0,0,5,0,0,0,5,0,0,0,20,,20,"Q3,Q4,Q6,Q7,Q8,Q10,Q11,Q12"
100242,薙切绘里奈,0,5,5,5,0,5,0,5,0,0,2,0,27,,27,"Q1,Q5,Q7,Q9,Q10,Q12"
100243,田所惠,5,5,5,5,5,5,0,0,5,5,6,3,49,,49,"Q7,Q8"
100244,塔克米阿尔迪尼,0,0,0,5,5,5,0,5,5,0,0,0,25,,25,"Q1,Q2,Q3,Q7,Q10,Q11,Q12"
100245,伊萨米阿尔迪尼,5,0,5,5,5,0,5,5,5,5,6,0,46,,46,"Q2,Q6,Q12"
100246,幸平城一郎,0,5,5,0,0,5,0,0,5,0,0,0,20,,20,"Q1,Q4,Q5,Q7,Q8,Q10,Q11,Q12"
100247,堂岛银,5,5,5,5,0,0,0,0,5,5,3,6,39,,39,"Q5,Q6,Q7,Q8"
100248,四宫小次郎,5,5,0,0,5,5,5,5,5,0,0,3,38,,38,"Q3,Q4,Q10,Q11"
100249,水户郁魅,5,5,0,0,0,0,0,5,0,0,0,0,15,,15,"Q3,Q4,Q5,Q6,Q7,Q9,Q10,Q11,Q12"
100250,吉野悠姬,5,5,0,0,0,0,5,5,0,5,6,6,37,,37,"Q3,Q4,Q5,Q6,Q9"
