考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,客观总分,主观总分,全卷总分,客观错题题号
100122,花本育,5,0,0,0,0,0,5,0,6,0,0,0,0,0,2,4,3,4,4,16,17,33,"Q2,Q3,Q4,Q5,Q6,Q8,Q10,Q11,Q12,Q13,Q14"
100123,野田惠,0,5,0,0,5,0,0,0,0,0,0,0,0,0,2,4,3,3,4,10,16,26,"Q1,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14"
100124,千秋真一,5,5,5,5,5,5,5,5,6,0,6,5,5,0,8,13,8,9,9,62,47,109,"Q10,Q14"
100125,奥山真澄,0,0,0,0,0,0,0,0,6,0,0,5,0,5,2,2,3,2,3,16,12,28,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q11,Q13"
100126,峰龙太郎,0,0,0,5,5,5,5,0,2,0,6,0,0,5,5,8,8,8,6,33,35,68,"Q1,Q2,Q3,Q8,Q10,Q12,Q13"
100127,日野香穗子,5,0,5,5,5,5,5,5,0,3,6,0,5,0,6,11,9,13,9,49,48,97,"Q2,Q9,Q12,Q14"
100128,月森莲,5,5,5,0,0,0,5,0,0,6,0,0,0,0,3,5,6,5,6,26,25,51,"Q4,Q5,Q6,Q8,Q9,Q11,Q12,Q13,Q14"
100129,土浦梁太郎,0,5,5,0,0,5,5,5,4,6,6,5,5,5,6,6,9,7,11,56,39,95,"Q1,Q4,Q5"
100130,志水桂一,5,5,5,5,5,5,5,5,6,0,6,0,5,0,9,11,12,14,12,57,58,115,"Q10,Q12,Q14"
100131,泷岛彗,0,0,5,5,5,5,5,5,0,0,4,5,5,5,7,6,10,12,14,49,49,98,"Q1,Q2,Q9,Q10"
100132,华园光,5,0,5,5,0,0,5,0,6,6,3,0,0,0,4,6,6,5,7,35,28,63,"Q2,Q5,Q6,Q8,Q12,Q13,Q14"
100133,杂贺八寻,0,0,0,0,0,5,0,5,6,0,3,0,0,5,3,5,3,6,4,24,21,45,"Q1,Q2,Q3,Q4,Q5,Q7,Q10,Q12,Q13"
100134,狩野宙,0,0,0,0,5,0,5,0,0,0,0,5,0,0,5,4,6,7,7,15,29,44,"Q1,Q2,Q3,Q4,Q6,Q8,Q9,Q10,Q11,Q13,Q14"
100135,鲇泽美咲,0,0,5,0,0,5,0,0,0,0,0,0,0,0,2,2,2,3,4,10,13,23,"Q1,Q2,Q4,Q5,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14"
100136,碓冰拓海,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,3,4,3,10,13,23,"Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14"
100137,花园樱,5,0,0,5,5,0,5,0,3,0,0,0,0,0,5,4,3,6,6,23,24,47,"Q2,Q3,Q6,Q8,Q10,Q11,Q12,Q13,Q14"
100138,加贺静子,5,0,5,5,0,0,0,5,0,0,0,5,5,0,2,3,5,4,5,30,19,49,"Q2,Q5,Q6,Q7,Q9,Q10,Q11,Q14"
100139,藤冈春绯,0,5,5,0,5,5,5,5,6,0,0,0,5,5,7,9,6,8,10,46,40,86,"Q1,Q4,Q10,Q11,Q12"
100140,须王环,5,0,5,0,0,0,5,5,6,0,0,0,5,0,3,5,4,6,7,31,25,56,"Q2,Q4,Q5,Q6,Q10,Q11,Q12,Q14"
100141,凤镜夜,5,0,0,0,5,5,0,0,0,6,6,0,5,0,3,3,3,3,3,32,15,47,"Q2,Q3,Q4,Q7,Q8,Q9,Q12,Q14"
100142,常陆院光,0,0,0,5,0,0,0,5,0,0,0,5,5,0,5,6,5,6,7,20,29,49,"Q1,Q2,Q3,Q5,Q6,Q7,Q9,Q10,Q11,Q14"
100143,常陆院馨,0,5,0,0,0,0,5,5,0,0,0,0,0,5,4,4,4,4,3,20,19,39,"Q1,Q3,Q4,Q5,Q6,Q9,Q10,Q11,Q12,Q13"
100144,冢本天满,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,2,2,4,3,5,13,18,"Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14"
100145,播磨拳儿,5,0,5,0,0,5,5,0,0,0,6,5,0,0,5,9,5,8,8,31,35,66,"Q2,Q4,Q5,Q8,Q9,Q10,Q13,Q14"
100146,泽近爱理,5,0,0,5,0,0,0,0,0,6,0,5,0,5,5,3,4,4,4,26,20,46,"Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q11,Q13"
100147,周防美琴,0,5,0,5,0,0,0,5,6,0,0,0,5,0,3,6,3,5,5,26,22,48,"Q1,Q3,Q5,Q6,Q7,Q10,Q11,Q12,Q14"
100148,宫前佳奈子,5,5,5,0,5,0,5,5,0,0,0,0,5,5,4,5,4,3,4,40,20,60,"Q4,Q6,Q9,Q10,Q11,Q12"
100149,祇堂鞠也,5,5,5,5,5,0,0,5,0,0,0,5,5,0,8,8,9,11,6,40,42,82,"Q6,Q7,Q9,Q10,Q11,Q14"
100150,汐王寺茉莉花,5,5,5,0,5,5,5,5,6,0,6,0,5,5,6,8,8,12,10,57,44,101,"Q4,Q10,Q12"
