考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,客观总分,主观总分,全卷总分,客观错题题号
100014,古泉一树,0,5,5,0,0,5,5,5,0,0,0,5,0,0,3,4,4,6,4,30,21,51,"Q1,Q4,Q5,Q9,Q10,Q11,Q13,Q14"
100015,佐佐木,5,0,5,5,0,5,5,5,4,6,3,5,0,5,8,7,8,7,11,53,41,94,"Q2,Q5,Q13"
100016,小鸟游六花,0,5,5,0,0,0,5,0,0,0,0,0,5,5,5,9,5,8,6,25,33,58,"Q1,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q12"
100017,富樫勇太,5,0,0,0,5,0,5,0,6,0,6,0,0,5,4,3,5,5,4,32,21,53,"Q2,Q3,Q4,Q6,Q8,Q10,Q12,Q13"
100018,丹生谷森夏,0,5,0,5,5,0,0,0,6,0,0,0,0,5,5,6,8,8,8,26,35,61,"Q1,Q3,Q6,Q7,Q8,Q10,Q11,Q12,Q13"
100019,凸守早苗,0,5,5,5,0,5,5,5,6,0,6,5,5,5,8,9,12,10,10,57,49,106,"Q1,Q5,Q10"
100020,七宫智音,0,0,0,5,5,0,0,0,0,6,0,0,0,0,2,3,3,3,3,16,14,30,"Q1,Q2,Q3,Q6,Q7,Q8,Q9,Q11,Q12,Q13,Q14"
100021,神田空太,5,5,0,5,5,5,0,5,6,0,0,0,5,5,7,11,6,12,13,46,49,95,"Q3,Q7,Q10,Q11,Q12"
100022,椎名真白,0,5,5,5,5,5,5,5,0,0,0,5,5,0,8,7,10,8,10,45,43,88,"Q1,Q9,Q10,Q11,Q14"
100023,青山七海,5,0,0,0,5,5,0,0,0,2,0,0,0,0,3,7,4,5,7,17,26,43,"Q2,Q3,Q4,Q7,Q8,Q9,Q11,Q12,Q13,Q14"
100024,上井草美咲,5,5,0,0,0,0,5,0,0,0,0,5,0,5,4,3,4,4,5,25,20,45,"Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q13"
100025,三鹰仁,5,5,5,5,5,5,5,5,4,6,2,5,5,5,6,13,10,9,14,67,52,119,
100026,赤坂龙之介,5,5,0,0,0,0,0,0,2,0,0,0,0,0,5,4,4,5,5,12,23,35,"Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q11,Q12,Q13,Q14"
100027,绫小路清隆,5,5,5,5,5,5,5,5,6,0,6,5,5,5,9,13,10,9,15,67,56,123,Q10
100028,堀北铃音,5,5,5,5,5,5,5,5,6,0,6,5,5,0,10,10,13,7,10,62,50,112,"Q10,Q14"
100029,栉田桔梗,5,5,5,5,5,5,5,5,6,6,6,5,5,5,6,11,7,7,11,73,42,115,
100030,轻井泽惠,5,5,5,5,0,0,5,5,0,6,6,5,5,0,7,9,11,12,6,52,45,97,"Q5,Q6,Q9,Q14"
100031,一之濑帆波,5,5,5,5,0,0,5,5,0,6,6,5,5,5,7,10,11,13,14,57,55,112,"Q5,Q6,Q9"
100032,坂柳有栖,5,5,5,5,5,5,5,5,3,6,6,5,5,5,10,8,12,15,9,70,54,124,
100033,龙园翔,5,5,5,5,5,5,0,5,6,3,0,5,5,0,9,7,11,12,11,54,50,104,"Q7,Q11,Q14"
100034,比企谷八幡,5,5,5,5,5,5,5,5,3,3,6,5,0,5,7,11,13,16,8,62,55,117,Q13
100035,雪之下雪乃,0,5,0,5,0,5,0,5,0,0,3,5,0,5,6,7,7,7,8,33,35,68,"Q1,Q3,Q5,Q7,Q9,Q10,Q13"
100036,由比滨结衣,5,5,5,0,5,0,5,5,6,6,6,5,5,5,8,6,7,6,8,63,35,98,"Q4,Q6"
100037,一色彩羽,5,5,0,5,5,0,0,5,6,3,0,5,5,5,8,11,7,12,9,49,47,96,"Q3,Q6,Q7,Q11"
100038,户冢彩加,5,5,5,5,5,5,5,5,6,2,0,5,5,5,7,10,8,9,9,63,43,106,Q11
100039,平泽唯,5,5,5,5,5,0,5,5,6,6,6,0,5,5,6,11,7,9,11,63,44,107,"Q6,Q12"
100040,秋山澪,5,5,0,5,5,5,0,5,6,0,6,5,5,5,6,9,7,7,6,57,35,92,"Q3,Q7,Q10"
100041,田井中律,5,5,5,5,5,5,0,5,6,6,6,5,5,5,7,7,11,10,12,68,47,115,Q7
100042,琴吹䌷,0,5,0,0,0,0,5,0,6,0,0,0,0,0,3,2,3,4,2,16,14,30,"Q1,Q3,Q4,Q5,Q6,Q8,Q10,Q11,Q12,Q13,Q14"
100043,中野梓,5,5,0,0,0,0,0,0,2,3,0,0,0,5,2,5,5,5,6,20,23,43,"Q3,Q4,Q5,Q6,Q7,Q8,Q11,Q12,Q13"
100044,黄前久美子,0,0,0,5,0,0,0,0,0,0,0,5,0,5,5,6,5,4,5,15,25,40,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q13"
100045,高坂丽奈,5,0,0,5,0,0,0,5,0,0,6,0,0,0,2,3,2,3,4,21,14,35,"Q2,Q3,Q5,Q6,Q7,Q9,Q10,Q12,Q13,Q14"
100046,川岛绿辉,5,0,0,0,0,0,0,0,6,0,0,0,5,5,4,3,3,5,5,21,20,41,"Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q11,Q12"
100047,加藤叶月,5,5,0,0,0,0,0,0,6,0,0,0,5,0,3,4,4,2,4,21,17,38,"Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q11,Q12,Q14"
100048,田中明日香,0,5,0,0,0,0,0,0,0,0,0,5,5,5,4,5,5,4,5,20,23,43,"Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11"
100049,伞木希美,5,5,5,5,5,5,0,5,0,0,6,5,5,5,8,10,10,7,10,56,45,101,"Q7,Q9,Q10"
100050,铠冢霙,0,5,0,5,0,0,5,0,6,6,3,5,5,5,4,6,6,6,7,45,29,74,"Q1,Q3,Q5,Q6,Q8"
