考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,客观总分,主观总分,全卷总分,客观错题题号
100228,月岛萤,5,5,5,5,5,5,5,5,6,2,4,5,0,5,11,8,13,11,10,62,53,115,Q13
100229,山口忠,5,5,5,5,5,5,5,5,0,6,6,5,5,5,10,14,8,12,11,67,55,122,Q9
100230,及川彻,5,5,5,5,5,5,5,5,2,6,0,5,0,5,6,8,6,8,10,58,38,96,"Q11,Q13"
100231,岩泉一,5,0,0,0,0,5,0,5,0,6,6,5,5,0,6,9,8,10,10,37,43,80,"Q2,Q3,Q4,Q5,Q7,Q9,Q14"
100232,黑尾铁朗,0,5,5,0,0,5,0,5,6,0,4,5,5,0,3,5,5,6,3,40,22,62,"Q1,Q4,Q5,Q7,Q10,Q14"
100233,孤爪研磨,5,5,5,0,0,5,5,5,4,6,0,0,5,5,8,7,12,13,12,50,52,102,"Q4,Q5,Q11,Q12"
100234,木兔光太郎,0,5,0,0,5,0,5,5,0,0,6,0,0,0,5,7,6,6,8,26,32,58,"Q1,Q3,Q4,Q6,Q9,Q10,Q12,Q13,Q14"
100235,赤苇京治,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,4,3,3,5,16,21,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14"
100236,牛岛若利,5,5,5,5,0,5,0,5,0,3,6,5,5,0,5,6,7,7,10,49,35,84,"Q5,Q7,Q9,Q14"
100237,天童觉,5,0,0,5,0,5,0,5,0,0,0,0,0,5,4,3,4,3,5,25,19,44,"Q2,Q3,Q5,Q7,Q9,Q10,Q11,Q12,Q13"
100238,星海光来,0,0,5,5,0,0,0,5,6,0,0,0,0,5,3,3,2,3,4,26,15,41,"Q1,Q2,Q5,Q6,Q7,Q10,Q11,Q12,Q13"
100239,佐久早圣臣,5,0,0,5,0,5,0,0,0,0,0,5,0,0,4,5,3,4,3,20,19,39,"Q2,Q3,Q5,Q7,Q8,Q9,Q10,Q11,Q13,Q14"
100240,宫侑,0,5,0,0,0,0,5,0,0,3,0,5,0,0,3,5,5,4,7,18,24,42,"Q1,Q3,Q4,Q5,Q6,Q8,Q9,Q11,Q13,Q14"
100241,幸平创真,5,5,5,5,0,5,5,5,0,0,6,0,0,0,5,4,3,6,6,41,24,65,"Q5,Q9,Q10,Q12,Q13,Q14"
100242,薙切绘里奈,0,5,5,5,0,0,5,0,3,0,0,5,5,0,5,3,3,5,6,33,22,55,"Q1,Q5,Q6,Q8,Q10,Q11,Q14"
100243,田所惠,5,5,5,5,5,5,5,5,6,0,6,5,5,5,10,7,8,10,8,67,43,110,Q10
100244,塔克米阿尔迪尼,0,5,0,5,0,5,5,0,6,2,6,5,5,5,8,5,6,8,8,49,35,84,"Q1,Q3,Q5,Q8"
100245,伊萨米阿尔迪尼,0,0,5,5,5,0,5,5,6,6,6,5,0,5,8,8,9,7,11,53,43,96,"Q1,Q2,Q6,Q13"
100246,幸平城一郎,0,0,0,0,0,0,0,5,6,0,0,0,0,5,3,4,3,3,4,16,17,33,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q10,Q11,Q12,Q13"
100247,堂岛银,5,5,0,5,5,5,5,0,0,6,0,5,5,5,7,8,11,11,8,51,45,96,"Q3,Q8,Q9,Q11"
100248,四宫小次郎,5,5,0,5,0,5,0,5,6,0,0,5,0,0,6,6,7,6,5,36,30,66,"Q3,Q5,Q7,Q10,Q11,Q13,Q14"
100249,水户郁魅,5,0,0,0,0,0,0,0,0,0,6,5,0,5,3,4,3,5,5,21,20,41,"Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q13"
100250,吉野悠姬,0,0,0,5,0,0,5,0,0,6,6,0,5,0,7,9,7,6,9,27,38,65,"Q1,Q2,Q3,Q5,Q6,Q8,Q9,Q12,Q14"
