考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,客观总分,主观总分,全卷总分,客观错题题号
100014,古泉一树,5,5,5,0,0,0,5,0,0,0,6,5,0,0,4,3,4,5,5,31,21,52,"Q4,Q5,Q6,Q8,Q9,Q10,Q13,Q14"
100015,佐佐木,0,5,5,0,0,0,0,0,3,0,6,5,0,5,5,6,10,8,9,29,38,67,"Q1,Q4,Q5,Q6,Q7,Q8,Q10,Q13"
100016,小鸟游六花,5,5,5,5,0,5,5,5,6,2,6,0,0,5,7,7,5,7,9,54,35,89,"Q5,Q12,Q13"
100017,富樫勇太,5,0,5,5,5,0,5,0,0,6,6,0,0,0,5,5,5,6,4,37,25,62,"Q2,Q6,Q8,Q9,Q12,Q13,Q14"
100018,丹生谷森夏,0,0,5,5,0,5,5,0,6,0,6,5,5,5,5,5,8,7,6,47,31,78,"Q1,Q2,Q5,Q8,Q10"
100019,凸守早苗,5,5,5,5,5,5,5,5,0,6,6,5,5,5,7,10,12,11,10,67,50,117,Q9
100020,七宫智音,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,3,2,2,5,11,16,"Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14"
100021,神田空太,5,5,5,5,0,0,5,0,6,3,3,5,5,5,6,8,10,11,9,52,44,96,"Q5,Q6,Q8"
100022,椎名真白,5,5,0,0,0,5,0,5,4,0,6,0,5,5,7,8,10,12,11,40,48,88,"Q3,Q4,Q5,Q7,Q10,Q12"
100023,青山七海,5,0,5,5,5,0,0,0,0,4,0,0,0,5,4,6,6,5,6,29,27,56,"Q2,Q6,Q7,Q8,Q9,Q11,Q12,Q13"
100024,上井草美咲,0,0,0,0,0,0,5,5,0,3,0,0,0,5,3,4,4,4,3,18,18,36,"Q1,Q2,Q3,Q4,Q5,Q6,Q9,Q11,Q12,Q13"
100025,三鹰仁,5,5,5,5,5,5,5,5,4,6,0,5,5,0,9,8,14,13,9,60,53,113,"Q11,Q14"
100026,赤坂龙之介,5,0,0,5,0,5,5,5,0,0,0,5,0,5,5,7,5,4,6,35,27,62,"Q2,Q3,Q5,Q9,Q10,Q11,Q13"
100027,绫小路清隆,5,5,5,5,5,5,5,5,4,6,6,5,5,5,10,11,13,15,9,71,58,129,
100028,堀北铃音,5,0,5,5,5,5,5,5,3,6,6,5,5,5,9,11,6,9,8,65,43,108,Q2
100029,栉田桔梗,5,5,5,5,5,5,5,5,0,6,0,5,5,5,8,8,6,9,13,61,44,105,"Q9,Q11"
100030,轻井泽惠,0,5,5,5,0,5,5,0,6,0,6,0,0,5,5,8,10,8,11,42,42,84,"Q1,Q5,Q8,Q10,Q12,Q13"
100031,一之濑帆波,5,5,5,5,5,5,0,5,3,3,2,5,5,5,7,12,12,12,8,58,51,109,Q7
100032,坂柳有栖,5,5,5,5,5,5,5,5,0,6,0,5,5,5,12,14,10,8,15,61,59,120,"Q9,Q11"
100033,龙园翔,5,5,5,5,5,5,0,5,6,0,2,5,5,0,9,11,7,10,8,53,45,98,"Q7,Q10,Q14"
100034,比企谷八幡,5,5,5,5,5,5,5,5,6,6,0,5,5,5,10,10,13,14,15,67,62,129,Q11
100035,雪之下雪乃,0,0,5,0,5,5,0,5,0,3,0,0,0,5,5,4,4,7,7,28,27,55,"Q1,Q2,Q4,Q7,Q9,Q11,Q12,Q13"
100036,由比滨结衣,5,0,5,0,0,5,5,0,0,6,0,0,5,5,6,5,5,9,7,36,32,68,"Q2,Q4,Q5,Q8,Q9,Q11,Q12"
100037,一色彩羽,0,0,5,5,5,0,5,5,0,6,2,5,5,5,10,11,11,12,12,48,56,104,"Q1,Q2,Q6,Q9"
100038,户冢彩加,5,0,5,0,5,5,5,5,0,0,6,0,5,0,5,10,6,6,11,41,38,79,"Q2,Q4,Q9,Q10,Q12,Q14"
100039,平泽唯,0,5,5,0,5,5,5,5,4,6,0,5,5,0,11,12,10,11,14,50,58,108,"Q1,Q4,Q11,Q14"
100040,秋山澪,5,0,5,5,5,5,5,5,6,6,0,5,5,5,8,5,7,9,8,62,37,99,"Q2,Q11"
100041,田井中律,5,0,5,5,0,0,5,5,6,6,0,5,5,0,7,11,8,12,12,47,50,97,"Q2,Q5,Q6,Q11,Q14"
100042,琴吹䌷,5,0,0,0,0,0,5,0,0,6,0,0,0,0,3,2,2,3,3,16,13,29,"Q2,Q3,Q4,Q5,Q6,Q8,Q9,Q11,Q12,Q13,Q14"
100043,中野梓,5,0,5,5,0,0,0,0,0,0,3,5,0,5,3,4,4,4,4,28,19,47,"Q2,Q5,Q6,Q7,Q8,Q9,Q10,Q13"
100044,黄前久美子,0,0,5,5,0,5,0,0,0,0,0,0,0,0,5,4,4,5,6,15,24,39,"Q1,Q2,Q5,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14"
100045,高坂丽奈,0,0,0,5,5,0,0,0,3,0,6,0,0,0,3,3,3,4,4,19,17,36,"Q1,Q2,Q3,Q6,Q7,Q8,Q10,Q12,Q13,Q14"
100046,川岛绿辉,5,5,0,0,0,0,5,0,6,0,6,0,5,5,4,3,5,3,6,37,21,58,"Q3,Q4,Q5,Q6,Q8,Q10,Q12"
100047,加藤叶月,0,5,0,0,0,0,0,0,0,0,0,0,5,0,2,3,3,2,3,10,13,23,"Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q14"
100048,田中明日香,5,5,0,0,5,5,5,5,0,0,0,0,0,0,4,6,5,4,4,30,23,53,"Q3,Q4,Q9,Q10,Q11,Q12,Q13,Q14"
100049,伞木希美,5,0,0,5,5,5,5,0,6,6,4,5,5,5,9,9,7,7,8,56,40,96,"Q2,Q3,Q8"
100050,铠冢霙,5,0,0,5,0,0,0,0,0,0,3,5,5,5,6,5,5,6,5,28,27,55,"Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
