考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,客观总分,主观总分,全卷总分,客观错题题号
100028,堀北铃音,5,5,5,5,5,5,5,5,3,0,6,49,,49,Q10
100029,栉田桔梗,5,5,5,5,5,5,5,5,6,6,2,54,,54,
100030,轻井泽惠,0,5,5,5,0,0,5,5,0,6,6,37,,37,"Q1,Q5,Q6,Q9"
100031,一之濑帆波,5,5,5,5,5,5,5,0,3,2,0,40,,40,"Q8,Q11"
100032,坂柳有栖,5,5,5,5,5,5,5,5,6,3,0,49,,49,Q11
100033,龙园翔,0,0,5,0,5,5,5,5,6,3,0,34,,34,"Q1,Q2,Q4,Q11"
100034,比企谷八幡,5,5,0,5,5,5,5,5,3,6,6,50,,50,Q3
100035,雪之下雪乃,5,0,0,5,5,0,0,0,0,3,0,18,,18,"Q2,Q3,Q6,Q7,Q8,Q9,Q11"
100036,由比滨结衣,5,5,5,5,0,5,5,5,0,0,3,38,,38,"Q5,Q9,Q10"
100037,一色彩羽,0,0,0,5,5,5,0,5,6,0,3,29,,29,"Q1,Q2,Q3,Q7,Q10"
100038,户冢彩加,5,5,5,5,5,5,5,5,6,0,6,52,,52,Q10
100039,平泽唯,0,5,5,5,5,5,5,5,3,4,6,48,,48,Q1
100040,秋山澪,0,0,5,5,5,5,0,5,3,0,6,34,,34,"Q1,Q2,Q7,Q10"
100041,田井中律,5,5,0,5,0,0,5,5,2,6,0,33,,33,"Q3,Q5,Q6,Q11"
100042,琴吹䌷,0,0,0,5,0,0,0,5,2,0,0,12,,12,"Q1,Q2,Q3,Q5,Q6,Q7,Q10,Q11"
100043,中野梓,0,0,0,0,0,0,0,0,6,0,0,6,,6,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q11"
100044,黄前久美子,5,0,0,5,0,5,0,5,0,0,6,26,,26,"Q2,Q3,Q5,Q7,Q9,Q10"
100045,高坂丽奈,0,0,0,0,0,0,5,5,0,0,3,13,,13,"Q1,Q2,Q3,Q4,Q5,Q6,Q9,Q10"
100046,川岛绿辉,0,0,5,0,0,5,0,5,0,3,0,18,,18,"Q1,Q2,Q4,Q5,Q7,Q9,Q11"
100047,加藤叶月,0,0,0,0,5,0,0,5,4,0,0,14,,14,"Q1,Q2,Q3,Q4,Q6,Q7,Q10,Q11"
100048,田中明日香,0,0,5,0,5,0,5,5,0,0,6,26,,26,"Q1,Q2,Q4,Q6,Q9,Q10"
100049,伞木希美,5,0,5,0,0,0,5,5,6,0,0,26,,26,"Q2,Q4,Q5,Q6,Q10,Q11"
100050,铠冢霙,0,5,0,0,5,5,5,5,6,0,0,31,,31,"Q1,Q3,Q4,Q10,Q11"
