考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100229,山口忠,5,5,5,5,5,5,5,5,4,6,50,,50,
100230,及川彻,5,5,0,5,5,0,0,5,6,0,31,,31,"Q3,Q6,Q7,Q10"
100231,岩泉一,0,0,0,5,0,0,0,0,6,0,11,,11,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q10"
100232,黑尾铁朗,5,0,5,0,0,5,0,0,2,6,23,,23,"Q2,Q4,Q5,Q7,Q8"
100233,孤爪研磨,0,0,0,5,0,5,5,5,0,6,26,,26,"Q1,Q2,Q3,Q5,Q9"
100234,木兔光太郎,5,0,0,0,5,5,0,0,0,0,15,,15,"Q2,Q3,Q4,Q7,Q8,Q9,Q10"
100235,赤苇京治,0,0,0,5,0,0,5,0,0,0,10,,10,"Q1,Q2,Q3,Q5,Q6,Q8,Q9,Q10"
100236,牛岛若利,5,0,5,0,5,5,5,5,0,0,30,,30,"Q2,Q4,Q9,Q10"
100237,天童觉,0,0,5,0,0,5,5,5,0,0,20,,20,"Q1,Q2,Q4,Q5,Q9,Q10"
100238,星海光来,5,5,0,0,0,0,0,0,0,6,16,,16,"Q3,Q4,Q5,Q6,Q7,Q8,Q9"
100239,佐久早圣臣,0,5,5,5,0,0,5,0,0,0,20,,20,"Q1,Q5,Q6,Q8,Q9,Q10"
100240,宫侑,0,0,5,0,0,0,0,5,6,6,22,,22,"Q1,Q2,Q4,Q5,Q6,Q7"
100241,幸平创真,0,0,0,0,0,5,0,5,0,0,10,,10,"Q1,Q2,Q3,Q4,Q5,Q7,Q9,Q10"
100242,薙切绘里奈,0,0,5,5,0,0,5,5,6,6,32,,32,"Q1,Q2,Q5,Q6"
100243,田所惠,5,5,0,5,5,5,0,5,4,0,34,,34,"Q3,Q7,Q10"
100244,塔克米阿尔迪尼,5,0,0,5,5,5,5,0,0,6,31,,31,"Q2,Q3,Q8,Q9"
100245,伊萨米阿尔迪尼,5,0,0,5,5,5,5,0,6,6,37,,37,"Q2,Q3,Q8"
100246,幸平城一郎,0,0,0,0,0,0,5,5,0,0,10,,10,"Q1,Q2,Q3,Q4,Q5,Q6,Q9,Q10"
100247,堂岛银,5,0,0,5,0,5,0,5,4,6,30,,30,"Q2,Q3,Q5,Q7"
100248,四宫小次郎,0,5,5,0,5,5,0,0,0,0,20,,20,"Q1,Q4,Q7,Q8,Q9,Q10"
100249,水户郁魅,5,0,0,0,0,0,0,5,0,0,10,,10,"Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q10"
100250,吉野悠姬,5,0,5,5,5,5,5,5,0,0,35,,35,"Q2,Q9,Q10"
