考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100017,富樫勇太,0,0,0,5,0,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100018,丹生谷森夏,5,5,5,5,0,0,0,6,0,6,32,,32,"Q5,Q6,Q7,Q9"
100019,凸守早苗,5,5,5,5,5,5,6,6,0,0,42,,42,"Q9,Q10"
100020,七宫智音,0,0,5,0,0,0,2,0,0,0,7,,7,"Q1,Q2,Q4,Q5,Q6,Q8,Q9,Q10"
100021,神田空太,5,0,5,5,0,0,0,6,3,2,26,,26,"Q2,Q5,Q6,Q7"
100022,椎名真白,5,5,5,5,0,0,0,0,0,6,26,,26,"Q5,Q6,Q7,Q8,Q9"
100023,青山七海,0,0,0,5,5,0,0,6,0,6,22,,22,"Q1,Q2,Q3,Q6,Q7,Q9"
100024,上井草美咲,5,0,0,0,0,5,0,6,0,6,22,,22,"Q2,Q3,Q4,Q5,Q7,Q9"
100025,三鹰仁,5,5,5,5,5,5,3,6,6,6,51,,51,
100026,赤坂龙之介,5,5,5,5,5,0,0,2,0,2,29,,29,"Q6,Q7,Q9"
100027,绫小路清隆,5,5,5,5,5,5,6,2,6,6,50,,50,
100028,堀北铃音,5,5,5,0,5,5,6,6,6,0,43,,43,"Q4,Q10"
100029,栉田桔梗,5,5,5,5,5,5,0,3,6,6,45,,45,Q7
100030,轻井泽惠,5,5,0,0,5,0,6,6,6,6,39,,39,"Q3,Q4,Q6"
100031,一之濑帆波,5,5,5,0,5,5,6,0,6,6,43,,43,"Q4,Q8"
100032,坂柳有栖,5,5,5,5,5,5,6,0,6,6,48,,48,Q8
100033,龙园翔,5,5,0,0,0,0,6,0,6,6,28,,28,"Q3,Q4,Q5,Q6,Q8"
100034,比企谷八幡,5,5,5,0,5,5,6,6,4,2,43,,43,Q4
100035,雪之下雪乃,5,0,0,5,0,0,6,0,6,6,28,,28,"Q2,Q3,Q5,Q6,Q8"
100036,由比滨结衣,0,0,5,5,5,5,6,4,3,0,33,,33,"Q1,Q2,Q10"
100037,一色彩羽,5,5,5,5,5,5,0,4,0,4,38,,38,"Q7,Q9"
100038,户冢彩加,5,0,5,0,5,0,4,6,0,6,31,,31,"Q2,Q4,Q6,Q9"
100039,平泽唯,5,0,5,0,5,5,3,6,6,0,35,,35,"Q2,Q4,Q10"
100040,秋山澪,5,0,5,5,5,5,0,0,6,6,37,,37,"Q2,Q7,Q8"
100041,田井中律,5,0,5,5,5,5,0,3,6,6,40,,40,"Q2,Q7"
100042,琴吹䌷,0,0,0,0,0,0,0,0,0,0,0,,0,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100043,中野梓,0,0,0,0,5,5,3,0,0,0,13,,13,"Q1,Q2,Q3,Q4,Q8,Q9,Q10"
100044,黄前久美子,5,5,5,0,0,0,6,0,6,0,27,,27,"Q4,Q5,Q6,Q8,Q10"
100045,高坂丽奈,5,5,0,0,0,0,0,6,6,0,22,,22,"Q3,Q4,Q5,Q6,Q7,Q10"
100046,川岛绿辉,5,5,5,0,0,5,2,0,0,0,22,,22,"Q4,Q5,Q8,Q9,Q10"
100047,加藤叶月,0,0,0,5,0,0,0,0,0,6,11,,11,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9"
100048,田中明日香,0,0,5,0,0,5,0,0,6,0,16,,16,"Q1,Q2,Q4,Q5,Q7,Q8,Q10"
100049,伞木希美,5,5,5,0,5,5,6,0,6,2,39,,39,"Q4,Q8"
100050,铠冢霙,5,5,0,0,5,0,2,0,0,0,17,,17,"Q3,Q4,Q6,Q8,Q9,Q10"
