考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,客观总分,主观总分,全卷总分,客观错题题号
100133,杂贺八寻,0,5,0,5,5,0,0,0,0,6,0,21,,21,"Q1,Q3,Q6,Q7,Q8,Q9,Q11"
100134,狩野宙,0,5,0,5,0,0,0,0,3,3,0,16,,16,"Q1,Q3,Q5,Q6,Q7,Q8,Q11"
100135,鲇泽美咲,0,0,0,5,0,0,0,5,0,0,0,10,,10,"Q1,Q2,Q3,Q5,Q6,Q7,Q9,Q10,Q11"
100136,碓冰拓海,0,0,5,5,0,0,0,0,0,0,6,16,,16,"Q1,Q2,Q5,Q6,Q7,Q8,Q9,Q10"
100137,花园樱,0,0,5,5,0,0,0,5,6,3,0,24,,24,"Q1,Q2,Q5,Q6,Q7,Q11"
100138,加贺静子,0,0,5,0,5,0,0,0,0,0,6,16,,16,"Q1,Q2,Q4,Q6,Q7,Q8,Q9,Q10"
100139,藤冈春绯,0,5,5,5,0,5,5,5,6,2,3,41,,41,"Q1,Q5"
100140,须王环,0,0,5,5,0,0,5,5,0,2,3,25,,25,"Q1,Q2,Q5,Q6,Q9"
100141,凤镜夜,0,5,5,0,0,0,0,5,0,0,0,15,,15,"Q1,Q4,Q5,Q6,Q7,Q9,Q10,Q11"
100142,常陆院光,0,5,5,5,0,5,0,5,0,2,0,27,,27,"Q1,Q5,Q7,Q9,Q11"
100143,常陆院馨,5,0,0,0,5,0,5,0,3,6,0,24,,24,"Q2,Q3,Q4,Q6,Q8,Q11"
100144,冢本天满,0,0,5,0,0,5,5,5,3,0,0,23,,23,"Q1,Q2,Q4,Q5,Q10,Q11"
100145,播磨拳儿,5,5,0,5,0,0,5,5,6,6,2,39,,39,"Q3,Q5,Q6"
100146,泽近爱理,0,0,5,0,5,5,0,0,0,0,0,15,,15,"Q1,Q2,Q4,Q7,Q8,Q9,Q10,Q11"
100147,周防美琴,0,0,5,5,5,0,0,0,2,2,0,19,,19,"Q1,Q2,Q6,Q7,Q8,Q11"
100148,宫前佳奈子,5,0,0,0,5,0,0,0,0,6,0,16,,16,"Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q11"
100149,祇堂鞠也,5,5,5,0,5,5,5,5,6,0,6,47,,47,"Q4,Q10"
100150,汐王寺茉莉花,5,0,5,5,5,5,5,5,0,6,0,41,,41,"Q2,Q9,Q11"
