考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,客观总分,主观总分,全卷总分,客观错题题号
100229,山口忠,5,5,5,5,5,5,5,5,6,2,6,5,5,5,6,8,10,16,11,69,51,120,
100230,及川彻,5,5,5,0,0,5,5,5,6,6,0,0,0,5,7,6,8,6,9,47,36,83,"Q4,Q5,Q11,Q12,Q13"
100231,岩泉一,5,0,5,5,5,5,0,0,6,6,3,0,5,0,5,7,5,11,11,45,39,84,"Q2,Q7,Q8,Q12,Q14"
100232,黑尾铁朗,0,5,0,0,5,0,5,5,0,0,0,0,0,0,3,4,4,6,4,20,21,41,"Q1,Q3,Q4,Q6,Q9,Q10,Q11,Q12,Q13,Q14"
100233,孤爪研磨,5,0,5,5,5,5,5,5,3,0,6,5,5,5,9,12,7,8,8,59,44,103,"Q2,Q10"
100234,木兔光太郎,5,5,0,0,5,5,5,0,0,0,0,5,0,0,7,7,8,8,9,30,39,69,"Q3,Q4,Q8,Q9,Q10,Q11,Q13,Q14"
100235,赤苇京治,5,0,0,0,5,0,0,0,0,0,0,5,0,5,3,4,3,4,5,20,19,39,"Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q13"
100236,牛岛若利,5,0,5,5,0,5,5,5,3,3,6,5,5,0,6,7,9,8,12,52,42,94,"Q2,Q5,Q14"
100237,天童觉,0,5,0,0,5,5,0,5,0,0,6,0,0,0,3,4,4,3,5,26,19,45,"Q1,Q3,Q4,Q7,Q9,Q10,Q12,Q13,Q14"
100238,星海光来,5,5,0,0,0,0,0,0,6,0,6,0,0,0,3,3,2,4,4,22,16,38,"Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q12,Q13,Q14"
100239,佐久早圣臣,0,0,0,0,0,0,5,5,0,0,2,0,0,0,3,4,4,3,4,12,18,30,"Q1,Q2,Q3,Q4,Q5,Q6,Q9,Q10,Q12,Q13,Q14"
100240,宫侑,5,0,5,5,5,0,5,0,6,6,4,0,0,0,5,5,4,5,7,41,26,67,"Q2,Q6,Q8,Q12,Q13,Q14"
100241,幸平创真,5,5,5,5,0,0,0,0,0,0,0,5,0,0,4,5,7,6,6,25,28,53,"Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q13,Q14"
100242,薙切绘里奈,5,0,0,5,0,0,0,5,6,0,0,0,0,0,4,3,5,4,6,21,22,43,"Q2,Q3,Q5,Q6,Q7,Q10,Q11,Q12,Q13,Q14"
100243,田所惠,0,5,5,0,5,5,5,5,0,4,6,5,5,5,9,10,10,8,11,55,48,103,"Q1,Q4,Q9"
100244,塔克米阿尔迪尼,5,5,5,5,5,5,0,5,0,0,6,5,5,5,6,9,7,6,10,56,38,94,"Q7,Q9,Q10"
100245,伊萨米阿尔迪尼,5,0,0,5,0,0,0,5,0,4,0,5,5,5,5,7,8,7,10,34,37,71,"Q2,Q3,Q5,Q6,Q7,Q9,Q11"
100246,幸平城一郎,0,5,0,5,0,5,0,5,0,0,0,0,0,5,4,5,5,4,4,25,22,47,"Q1,Q3,Q5,Q7,Q9,Q10,Q11,Q12,Q13"
100247,堂岛银,5,5,0,5,5,5,0,5,6,6,3,0,0,5,8,7,7,8,7,50,37,87,"Q3,Q7,Q12,Q13"
100248,四宫小次郎,0,5,5,5,0,0,5,5,6,3,6,0,0,0,4,7,5,8,6,40,30,70,"Q1,Q5,Q6,Q12,Q13,Q14"
100249,水户郁魅,0,5,5,5,5,5,0,0,0,0,0,0,5,5,4,4,3,6,6,35,23,58,"Q1,Q7,Q8,Q9,Q10,Q11,Q12"
100250,吉野悠姬,5,0,0,0,0,5,5,5,6,6,6,0,0,5,5,7,6,11,7,43,36,79,"Q2,Q3,Q4,Q5,Q12,Q13"
