考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100024,上井草美咲,0,0,0,5,0,5,0,4,0,6,20,,20,"Q1,Q2,Q3,Q5,Q7,Q9"
100025,三鹰仁,5,0,5,5,5,5,6,6,6,6,49,,49,Q2
100026,赤坂龙之介,0,5,0,5,0,5,0,0,0,0,15,,15,"Q1,Q3,Q5,Q7,Q8,Q9,Q10"
100027,绫小路清隆,5,5,0,5,5,5,6,0,3,6,40,,40,"Q3,Q8"
100028,堀北铃音,5,0,5,5,5,5,6,0,2,0,33,,33,"Q2,Q8,Q10"
100029,栉田桔梗,0,5,5,5,5,5,6,6,6,0,43,,43,"Q1,Q10"
100030,轻井泽惠,5,5,5,0,5,0,6,4,6,6,42,,42,"Q4,Q6"
100031,一之濑帆波,5,5,5,5,5,5,6,0,0,4,40,,40,"Q8,Q9"
100032,坂柳有栖,5,5,5,5,5,5,6,3,2,6,47,,47,
100033,龙园翔,0,5,5,0,5,5,0,3,0,6,29,,29,"Q1,Q4,Q7,Q9"
100034,比企谷八幡,5,5,5,5,5,5,6,6,6,5,53,,53,
100035,雪之下雪乃,0,0,5,5,5,0,0,6,0,3,24,,24,"Q1,Q2,Q6,Q7,Q9"
100036,由比滨结衣,5,0,5,5,0,5,0,0,3,0,23,,23,"Q2,Q5,Q7,Q8,Q10"
100037,一色彩羽,0,0,5,5,0,5,6,6,6,6,39,,39,"Q1,Q2,Q5"
100038,户冢彩加,5,0,5,5,0,0,6,2,6,6,35,,35,"Q2,Q5,Q6"
100039,平泽唯,5,0,0,5,5,5,4,6,0,6,36,,36,"Q2,Q3,Q9"
100040,秋山澪,5,5,5,5,0,5,2,6,0,6,39,,39,"Q5,Q9"
100041,田井中律,0,5,5,5,5,0,0,0,0,6,26,,26,"Q1,Q6,Q7,Q8,Q9"
100042,琴吹䌷,0,0,0,0,0,0,0,3,0,0,3,,3,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q10"
100043,中野梓,5,5,0,0,0,5,6,6,0,0,27,,27,"Q3,Q4,Q5,Q9,Q10"
100044,黄前久美子,0,0,5,5,5,0,0,0,0,0,15,,15,"Q1,Q2,Q6,Q7,Q8,Q9,Q10"
100045,高坂丽奈,0,0,0,0,0,5,0,0,0,6,11,,11,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q9"
100046,川岛绿辉,0,0,5,0,5,5,0,0,0,0,15,,15,"Q1,Q2,Q4,Q7,Q8,Q9,Q10"
100047,加藤叶月,0,0,0,5,0,0,0,0,0,6,11,,11,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9"
100048,田中明日香,5,0,0,5,5,5,0,0,0,0,20,,20,"Q2,Q3,Q7,Q8,Q9,Q10"
100049,伞木希美,5,5,5,5,5,5,0,0,0,6,36,,36,"Q7,Q8,Q9"
100050,铠冢霙,0,0,5,5,5,0,6,6,0,0,27,,27,"Q1,Q2,Q6,Q9,Q10"
