考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,客观总分,主观总分,全卷总分,客观错题题号
100132,华园光,5,5,0,5,0,5,5,0,3,0,6,0,5,0,5,4,6,6,4,39,25,64,"Q3,Q5,Q8,Q10,Q12,Q14"
100133,杂贺八寻,0,0,0,0,5,5,5,0,6,0,6,5,0,0,5,5,3,5,4,32,22,54,"Q1,Q2,Q3,Q4,Q8,Q10,Q13,Q14"
100134,狩野宙,5,0,0,5,0,0,0,0,6,0,0,5,0,0,5,4,6,6,5,21,26,47,"Q2,Q3,Q5,Q6,Q7,Q8,Q10,Q11,Q13,Q14"
100135,鲇泽美咲,0,0,5,5,0,5,0,0,0,0,0,5,0,0,2,2,3,2,4,20,13,33,"Q1,Q2,Q5,Q7,Q8,Q9,Q10,Q11,Q13,Q14"
100136,碓冰拓海,0,5,0,0,0,0,0,0,6,0,0,0,0,5,2,2,2,3,2,16,11,27,"Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q10,Q11,Q12,Q13"
100137,花园樱,0,0,5,0,0,0,5,0,6,0,0,5,0,5,4,5,4,6,4,26,23,49,"Q1,Q2,Q4,Q5,Q6,Q8,Q10,Q11,Q13"
100138,加贺静子,5,0,5,0,0,5,0,5,0,6,0,0,0,0,2,3,5,4,4,26,18,44,"Q2,Q4,Q5,Q7,Q9,Q11,Q12,Q13,Q14"
100139,藤冈春绯,5,5,5,5,5,0,5,5,6,6,0,0,5,0,8,8,10,13,10,52,49,101,"Q6,Q11,Q12,Q14"
100140,须王环,5,5,0,5,5,0,0,5,6,6,6,5,0,0,4,6,6,6,5,48,27,75,"Q3,Q6,Q7,Q13,Q14"
100141,凤镜夜,0,0,0,0,5,5,5,0,0,6,0,0,5,0,2,3,3,2,4,26,14,40,"Q1,Q2,Q3,Q4,Q8,Q9,Q11,Q12,Q14"
100142,常陆院光,5,0,5,0,5,5,0,0,6,3,6,0,5,5,4,5,3,4,4,45,20,65,"Q2,Q4,Q7,Q8,Q12"
100143,常陆院馨,0,0,0,5,0,0,5,0,0,6,0,5,5,0,2,3,3,4,4,26,16,42,"Q1,Q2,Q3,Q5,Q6,Q8,Q9,Q11,Q14"
100144,冢本天满,0,5,0,0,0,0,0,0,0,6,0,5,0,0,1,2,2,2,2,16,9,25,"Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q11,Q13,Q14"
100145,播磨拳儿,5,5,5,5,5,5,0,5,6,0,0,5,5,0,7,7,8,7,10,51,39,90,"Q7,Q10,Q11,Q14"
100146,泽近爱理,0,5,0,5,5,5,0,0,0,6,0,5,5,0,4,4,5,6,4,36,23,59,"Q1,Q3,Q7,Q8,Q9,Q11,Q14"
100147,周防美琴,5,0,5,5,5,0,0,0,6,6,6,0,0,0,4,6,5,6,5,38,26,64,"Q2,Q6,Q7,Q8,Q12,Q13,Q14"
100148,宫前佳奈子,0,5,0,5,0,5,5,0,0,0,6,0,0,5,3,5,4,3,5,31,20,51,"Q1,Q3,Q5,Q8,Q9,Q10,Q12,Q13"
100149,祇堂鞠也,5,0,5,0,5,5,5,5,0,0,0,0,5,5,8,5,9,8,10,40,40,80,"Q2,Q4,Q9,Q10,Q11,Q12"
100150,汐王寺茉莉花,5,0,5,0,5,5,5,0,3,6,6,0,0,0,8,8,6,12,11,40,45,85,"Q2,Q4,Q8,Q12,Q13,Q14"
