考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,客观总分,主观总分,全卷总分,客观错题题号
100015,佐佐木,0,5,0,5,0,5,5,0,0,0,6,26,,26,"Q1,Q3,Q5,Q8,Q9,Q10"
100016,小鸟游六花,5,0,5,5,5,0,0,0,4,0,6,30,,30,"Q2,Q6,Q7,Q8,Q10"
100017,富樫勇太,0,5,5,5,5,5,0,0,6,2,0,33,,33,"Q1,Q7,Q8,Q11"
100018,丹生谷森夏,5,0,5,5,0,0,0,5,6,3,0,29,,29,"Q2,Q5,Q6,Q7,Q11"
100019,凸守早苗,5,5,0,5,5,0,5,5,0,3,2,35,,35,"Q3,Q6,Q9"
100020,七宫智音,0,0,0,0,0,0,0,5,0,6,0,11,,11,"Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q11"
100021,神田空太,5,0,5,5,5,0,5,0,6,0,6,37,,37,"Q2,Q6,Q8,Q10"
100022,椎名真白,0,0,5,5,0,5,0,5,0,4,0,24,,24,"Q1,Q2,Q5,Q7,Q9,Q11"
100023,青山七海,5,5,0,5,5,0,5,0,0,0,6,31,,31,"Q3,Q6,Q8,Q9,Q10"
100024,上井草美咲,5,0,0,5,0,0,0,5,0,0,6,21,,21,"Q2,Q3,Q5,Q6,Q7,Q9,Q10"
100025,三鹰仁,5,5,5,5,5,5,5,5,0,6,6,52,,52,Q9
100026,赤坂龙之介,5,0,0,5,0,0,5,5,6,6,0,32,,32,"Q2,Q3,Q5,Q6,Q11"
100027,绫小路清隆,0,0,0,5,5,0,5,0,0,0,0,15,,15,"Q1,Q2,Q3,Q6,Q8,Q9,Q10,Q11"
100028,堀北铃音,0,0,0,0,5,0,0,5,0,0,0,10,,10,"Q1,Q2,Q3,Q4,Q6,Q7,Q9,Q10,Q11"
100029,栉田桔梗,5,0,5,5,5,0,5,5,0,6,3,39,,39,"Q2,Q6,Q9"
100030,轻井泽惠,0,5,5,0,5,0,5,5,6,0,6,37,,37,"Q1,Q4,Q6,Q10"
100031,一之濑帆波,5,5,5,5,5,5,5,5,0,4,0,44,,44,"Q9,Q11"
100032,坂柳有栖,0,5,5,0,0,5,0,5,0,0,6,26,,26,"Q1,Q4,Q5,Q7,Q9,Q10"
100033,龙园翔,0,5,0,5,0,5,5,5,6,0,0,31,,31,"Q1,Q3,Q5,Q10,Q11"
100034,比企谷八幡,5,5,5,5,5,5,0,5,6,2,6,49,,49,Q7
100035,雪之下雪乃,5,5,5,5,0,5,5,5,6,3,6,50,,50,Q5
100036,由比滨结衣,0,0,5,5,0,0,0,5,0,0,6,21,,21,"Q1,Q2,Q5,Q6,Q7,Q9,Q10"
100037,一色彩羽,5,5,5,0,0,5,5,5,0,3,0,33,,33,"Q4,Q5,Q9,Q11"
100038,户冢彩加,5,5,5,0,5,0,0,5,4,6,6,41,,41,"Q4,Q6,Q7"
100039,平泽唯,5,5,5,5,0,5,5,5,6,6,0,47,,47,"Q5,Q11"
100040,秋山澪,0,5,0,5,5,0,5,0,6,6,0,32,,32,"Q1,Q3,Q6,Q8,Q11"
100041,田井中律,5,5,0,5,5,0,5,5,6,0,4,40,,40,"Q3,Q6,Q10"
100042,琴吹䌷,0,0,0,5,0,0,0,0,0,0,4,9,,9,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100043,中野梓,0,0,5,0,0,5,0,0,0,0,0,10,,10,"Q1,Q2,Q4,Q5,Q7,Q8,Q9,Q10,Q11"
100044,黄前久美子,5,0,0,5,0,5,0,5,0,0,0,20,,20,"Q2,Q3,Q5,Q7,Q9,Q10,Q11"
100045,高坂丽奈,0,5,0,5,0,0,0,0,6,3,0,19,,19,"Q1,Q3,Q5,Q6,Q7,Q8,Q11"
100046,川岛绿辉,0,5,0,5,0,0,0,0,0,0,0,10,,10,"Q1,Q3,Q5,Q6,Q7,Q8,Q9,Q10,Q11"
100047,加藤叶月,0,5,0,0,0,5,0,0,0,0,6,16,,16,"Q1,Q3,Q4,Q5,Q7,Q8,Q9,Q10"
100048,田中明日香,0,0,0,5,0,0,0,0,0,6,0,11,,11,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q11"
100049,伞木希美,5,5,5,0,5,5,0,0,6,0,6,37,,37,"Q4,Q7,Q8,Q10"
100050,铠冢霙,0,5,5,0,5,5,5,0,0,6,6,37,,37,"Q1,Q4,Q8,Q9"
