考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,客观总分,主观总分,全卷总分,客观错题题号
100218,深津一成,0,0,0,5,5,0,0,0,6,6,0,0,22,,22,"Q1,Q2,Q3,Q6,Q7,Q8,Q11,Q12"
100219,松本稔,0,0,5,5,0,5,5,0,0,0,6,6,32,,32,"Q1,Q2,Q5,Q8,Q9,Q10"
100220,野边将广,0,0,5,5,0,0,0,0,0,0,2,0,12,,12,"Q1,Q2,Q5,Q6,Q7,Q8,Q9,Q10,Q12"
100221,日向翔阳,0,0,5,0,0,5,0,0,0,0,0,6,16,,16,"Q1,Q2,Q4,Q5,Q7,Q8,Q9,Q10,Q11"
100222,影山飞雄,0,0,0,0,0,5,0,0,6,0,0,6,17,,17,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q10,Q11"
100223,泽村大地,0,0,0,5,0,5,0,5,6,0,6,0,27,,27,"Q1,Q2,Q3,Q5,Q7,Q10,Q12"
100224,菅原孝支,0,0,5,0,0,5,5,0,0,0,0,4,19,,19,"Q1,Q2,Q4,Q5,Q8,Q9,Q10,Q11"
100225,缘下力,0,0,5,0,5,5,5,0,6,0,6,6,38,,38,"Q1,Q2,Q4,Q8,Q10"
100226,西谷夕,0,0,0,5,5,0,0,5,0,0,0,0,15,,15,"Q1,Q2,Q3,Q6,Q7,Q9,Q10,Q11,Q12"
100227,东峰旭,0,5,0,0,5,0,5,0,0,0,0,0,15,,15,"Q1,Q3,Q4,Q6,Q8,Q9,Q10,Q11,Q12"
100228,月岛萤,5,5,5,5,5,5,5,5,6,6,0,6,58,,58,Q11
100229,山口忠,5,5,5,5,5,5,5,5,6,6,0,0,52,,52,"Q11,Q12"
100230,及川彻,5,5,5,5,5,0,5,5,6,3,0,0,44,,44,"Q6,Q11,Q12"
100231,岩泉一,5,5,5,5,5,5,5,5,6,0,0,6,52,,52,"Q10,Q11"
100232,黑尾铁朗,0,0,5,5,0,0,0,5,0,6,0,0,21,,21,"Q1,Q2,Q5,Q6,Q7,Q9,Q11,Q12"
100233,孤爪研磨,5,5,5,5,5,0,5,5,6,6,0,2,49,,49,"Q6,Q11"
100234,木兔光太郎,5,0,5,5,0,0,0,0,0,0,6,0,21,,21,"Q2,Q5,Q6,Q7,Q8,Q9,Q10,Q12"
100235,赤苇京治,0,0,0,5,0,0,5,0,4,0,3,0,17,,17,"Q1,Q2,Q3,Q5,Q6,Q8,Q10,Q12"
100236,牛岛若利,5,5,5,5,5,0,0,5,4,6,0,0,40,,40,"Q6,Q7,Q11,Q12"
100237,天童觉,5,0,0,5,0,5,0,0,0,6,0,0,21,,21,"Q2,Q3,Q5,Q7,Q8,Q9,Q11,Q12"
100238,星海光来,0,5,0,5,5,0,0,5,0,3,0,0,23,,23,"Q1,Q3,Q6,Q7,Q9,Q11,Q12"
100239,佐久早圣臣,0,0,0,0,5,5,0,0,3,0,0,0,13,,13,"Q1,Q2,Q3,Q4,Q7,Q8,Q10,Q11,Q12"
100240,宫侑,0,5,0,0,0,0,0,5,3,0,6,0,19,,19,"Q1,Q3,Q4,Q5,Q6,Q7,Q10,Q12"
100241,幸平创真,0,0,0,5,0,5,5,5,0,0,0,0,20,,20,"Q1,Q2,Q3,Q5,Q9,Q10,Q11,Q12"
100242,薙切绘里奈,5,0,0,0,5,0,5,0,6,0,0,0,21,,21,"Q2,Q3,Q4,Q6,Q8,Q10,Q11,Q12"
100243,田所惠,0,0,5,5,5,5,5,5,6,0,0,0,36,,36,"Q1,Q2,Q10,Q11,Q12"
100244,塔克米阿尔迪尼,5,5,0,5,5,5,5,5,4,6,6,0,51,,51,"Q3,Q12"
100245,伊萨米阿尔迪尼,0,0,0,5,5,0,5,5,6,0,0,6,32,,32,"Q1,Q2,Q3,Q6,Q10,Q11"
100246,幸平城一郎,0,5,0,0,5,5,0,0,6,0,0,0,21,,21,"Q1,Q3,Q4,Q7,Q8,Q10,Q11,Q12"
100247,堂岛银,0,5,5,5,5,0,5,5,0,6,0,3,39,,39,"Q1,Q6,Q9,Q11"
100248,四宫小次郎,5,0,0,5,5,5,0,5,6,6,0,0,37,,37,"Q2,Q3,Q7,Q11,Q12"
100249,水户郁魅,5,5,5,5,5,0,0,0,0,6,0,6,37,,37,"Q6,Q7,Q8,Q9,Q11"
100250,吉野悠姬,5,5,0,5,5,0,5,0,3,3,6,0,37,,37,"Q3,Q6,Q8,Q12"
