考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100226,西谷夕,0,0,0,0,5,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10"
100227,东峰旭,0,0,0,0,5,0,0,6,0,6,17,,17,"Q1,Q2,Q3,Q4,Q6,Q7,Q9"
100228,月岛萤,5,5,5,5,5,5,3,2,4,0,39,,39,Q10
100229,山口忠,5,5,5,5,5,5,6,2,6,6,50,,50,
100230,及川彻,5,5,5,0,0,5,0,3,6,6,35,,35,"Q4,Q5,Q7"
100231,岩泉一,5,0,5,5,0,0,0,3,6,0,24,,24,"Q2,Q5,Q6,Q7,Q10"
100232,黑尾铁朗,5,0,0,0,0,5,4,0,2,0,16,,16,"Q2,Q3,Q4,Q5,Q8,Q10"
100233,孤爪研磨,5,5,5,5,0,5,0,6,3,6,40,,40,"Q5,Q7"
100234,木兔光太郎,5,0,5,5,0,5,4,2,0,6,32,,32,"Q2,Q5,Q9"
100235,赤苇京治,0,0,0,0,5,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10"
100236,牛岛若利,5,0,5,5,5,5,6,6,6,0,43,,43,"Q2,Q10"
100237,天童觉,5,5,0,0,0,5,3,0,0,0,18,,18,"Q3,Q4,Q5,Q8,Q9,Q10"
100238,星海光来,5,0,0,5,0,5,0,0,2,0,17,,17,"Q2,Q3,Q5,Q7,Q8,Q10"
100239,佐久早圣臣,0,5,0,0,0,0,0,0,0,0,5,,5,"Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100240,宫侑,0,0,5,0,5,5,0,3,0,6,24,,24,"Q1,Q2,Q4,Q7,Q9"
100241,幸平创真,0,0,5,0,5,0,0,0,0,0,10,,10,"Q1,Q2,Q4,Q6,Q7,Q8,Q9,Q10"
100242,薙切绘里奈,0,0,5,0,0,0,3,0,6,6,20,,20,"Q1,Q2,Q4,Q5,Q6,Q8"
100243,田所惠,5,5,5,5,5,5,4,6,0,0,40,,40,"Q9,Q10"
100244,塔克米阿尔迪尼,5,0,0,5,0,5,0,0,6,4,25,,25,"Q2,Q3,Q5,Q7,Q8"
100245,伊萨米阿尔迪尼,5,5,5,0,5,5,3,3,6,0,37,,37,"Q4,Q10"
100246,幸平城一郎,5,0,0,0,5,0,0,0,0,0,10,,10,"Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10"
100247,堂岛银,5,5,5,5,5,5,0,0,0,0,30,,30,"Q7,Q8,Q9,Q10"
100248,四宫小次郎,5,5,5,0,5,0,6,0,6,0,32,,32,"Q4,Q6,Q8,Q10"
100249,水户郁魅,0,0,5,0,0,0,6,0,0,0,11,,11,"Q1,Q2,Q4,Q5,Q6,Q8,Q9,Q10"
100250,吉野悠姬,0,5,0,0,5,5,0,0,6,3,24,,24,"Q1,Q3,Q4,Q7,Q8"
