考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,客观总分,主观总分,全卷总分,客观错题题号
100141,凤镜夜,0,0,5,0,0,0,0,0,6,0,3,0,0,0,2,2,2,4,4,14,14,28,"Q1,Q2,Q4,Q5,Q6,Q7,Q8,Q10,Q12,Q13,Q14"
100142,常陆院光,0,5,0,5,0,5,0,5,0,4,0,0,5,5,3,4,6,7,7,34,27,61,"Q1,Q3,Q5,Q7,Q9,Q11,Q12"
100143,常陆院馨,5,0,0,0,5,0,0,0,0,0,0,0,0,0,2,3,2,4,5,10,16,26,"Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14"
100144,冢本天满,5,0,0,0,0,0,0,0,0,0,6,0,5,0,2,2,3,2,3,16,12,28,"Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q12,Q14"
100145,播磨拳儿,5,0,5,5,5,0,0,5,6,0,0,5,5,0,7,9,8,9,10,41,43,84,"Q2,Q6,Q7,Q10,Q11,Q14"
100146,泽近爱理,0,0,0,5,0,5,5,5,0,6,0,5,0,0,5,4,4,5,5,31,23,54,"Q1,Q2,Q3,Q5,Q9,Q11,Q13,Q14"
100147,周防美琴,0,5,0,5,5,5,5,0,0,0,0,0,0,0,4,3,5,6,6,25,24,49,"Q1,Q3,Q8,Q9,Q10,Q11,Q12,Q13,Q14"
100148,宫前佳奈子,5,0,0,0,0,0,0,5,6,0,3,0,5,0,2,3,4,4,5,24,18,42,"Q2,Q3,Q4,Q5,Q6,Q7,Q10,Q12,Q14"
100149,祇堂鞠也,5,5,0,5,0,5,5,0,6,6,0,5,5,5,7,8,6,11,6,52,38,90,"Q3,Q5,Q8,Q11"
100150,汐王寺茉莉花,5,5,5,5,5,5,5,5,6,0,4,0,5,0,5,9,6,11,9,55,40,95,"Q10,Q12,Q14"
