考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,客观总分,主观总分,全卷总分,客观错题题号
100023,青山七海,0,0,5,5,5,5,5,5,6,6,0,5,0,0,3,4,6,6,5,47,24,71,"Q1,Q2,Q11,Q13,Q14"
100024,上井草美咲,0,5,0,0,5,0,0,0,0,6,0,5,5,0,4,2,4,4,5,26,19,45,"Q1,Q3,Q4,Q6,Q7,Q8,Q9,Q11,Q14"
100025,三鹰仁,5,5,5,5,5,5,5,5,3,4,6,5,5,5,11,7,9,14,13,68,54,122,
100026,赤坂龙之介,5,0,0,5,5,5,0,0,0,0,6,5,5,0,4,4,4,6,7,36,25,61,"Q2,Q3,Q7,Q8,Q9,Q10,Q14"
100027,绫小路清隆,5,5,5,5,5,5,5,5,0,6,6,5,5,5,9,9,12,14,15,67,59,126,Q9
100028,堀北铃音,0,5,0,5,5,5,5,5,6,3,3,0,0,5,9,12,9,12,14,47,56,103,"Q1,Q3,Q12,Q13"
100029,栉田桔梗,5,5,5,0,5,5,5,5,6,3,3,5,5,5,10,11,11,12,13,62,57,119,Q4
100030,轻井泽惠,5,5,5,5,5,5,5,0,4,6,0,0,5,5,5,9,9,8,12,55,43,98,"Q8,Q11,Q12"
100031,一之濑帆波,5,5,5,5,5,0,5,5,6,6,6,5,5,0,7,9,7,8,9,63,40,103,"Q6,Q14"
100032,坂柳有栖,0,5,5,5,5,5,5,5,6,6,6,5,5,5,12,8,13,10,10,68,53,121,Q1
100033,龙园翔,0,5,5,5,5,5,5,5,2,6,6,5,5,5,8,7,8,10,8,64,41,105,Q1
100034,比企谷八幡,5,5,5,5,5,5,5,5,6,6,3,5,5,5,12,8,9,11,10,70,50,120,
100035,雪之下雪乃,0,0,5,0,0,5,5,5,6,6,0,0,5,0,4,6,5,8,6,37,29,66,"Q1,Q2,Q4,Q5,Q11,Q12,Q14"
100036,由比滨结衣,0,5,5,0,5,0,5,5,0,4,0,0,5,5,5,9,9,8,9,39,40,79,"Q1,Q4,Q6,Q9,Q11,Q12"
100037,一色彩羽,5,5,5,5,5,5,5,5,6,6,0,5,0,5,8,12,9,11,11,62,51,113,"Q11,Q13"
100038,户冢彩加,5,0,0,5,5,5,5,0,6,0,0,0,5,5,5,7,5,11,10,41,38,79,"Q2,Q3,Q8,Q10,Q11,Q12"
100039,平泽唯,5,5,5,5,5,5,5,5,6,0,6,5,5,0,9,7,12,8,9,62,45,107,"Q10,Q14"
100040,秋山澪,5,5,5,5,5,5,5,5,2,0,4,0,5,5,7,5,8,9,10,56,39,95,"Q10,Q12"
100041,田井中律,5,0,5,5,5,5,0,5,6,0,3,5,5,0,8,6,9,12,10,49,45,94,"Q2,Q7,Q10,Q14"
100042,琴吹䌷,5,0,0,0,5,0,5,0,6,0,0,5,0,5,2,2,3,2,2,31,11,42,"Q2,Q3,Q4,Q6,Q8,Q10,Q11,Q13"
100043,中野梓,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,3,3,5,6,25,22,47,"Q2,Q3,Q7,Q8,Q9,Q10,Q11,Q12,Q13"
100044,黄前久美子,0,0,5,0,0,5,0,5,0,0,0,0,0,0,4,6,6,4,7,15,27,42,"Q1,Q2,Q4,Q5,Q7,Q9,Q10,Q11,Q12,Q13,Q14"
100045,高坂丽奈,0,0,0,0,0,5,0,0,0,0,6,0,0,0,3,3,3,3,3,11,15,26,"Q1,Q2,Q3,Q4,Q5,Q7,Q8,Q9,Q10,Q12,Q13,Q14"
100046,川岛绿辉,0,5,5,0,0,0,0,5,2,0,0,0,5,0,4,5,4,6,4,22,23,45,"Q1,Q4,Q5,Q6,Q7,Q10,Q11,Q12,Q14"
100047,加藤叶月,5,5,0,0,0,0,0,0,6,6,0,0,0,5,3,3,4,2,5,27,17,44,"Q3,Q4,Q5,Q6,Q7,Q8,Q11,Q12,Q13"
100048,田中明日香,0,5,5,5,5,5,0,5,0,6,0,0,0,5,4,4,6,4,6,41,24,65,"Q1,Q7,Q9,Q11,Q12,Q13"
100049,伞木希美,0,0,0,0,5,5,5,5,6,6,6,0,5,0,6,7,8,7,9,43,37,80,"Q1,Q2,Q3,Q4,Q12,Q14"
100050,铠冢霙,5,5,0,5,5,0,5,5,0,6,6,0,5,5,4,7,5,5,5,52,26,78,"Q3,Q6,Q9,Q12"
