考号,姓名,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,客观总分,主观总分,全卷总分,客观错题题号
100226,西谷夕,5,5,5,0,0,0,0,6,6,4,31,,31,"Q4,Q5,Q6,Q7"
100227,东峰旭,0,0,0,0,5,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10"
100228,月岛萤,5,5,5,5,5,5,6,3,6,4,49,,49,
100229,山口忠,5,5,5,5,5,5,0,6,6,0,42,,42,"Q7,Q10"
100230,及川彻,0,0,5,5,5,5,0,0,6,6,32,,32,"Q1,Q2,Q7,Q8"
100231,岩泉一,0,5,5,5,5,5,2,0,6,0,33,,33,"Q1,Q8,Q10"
100232,黑尾铁朗,0,0,5,0,5,0,6,6,0,0,22,,22,"Q1,Q2,Q4,Q6,Q9,Q10"
100233,孤爪研磨,5,5,5,0,5,5,6,4,4,0,39,,39,"Q4,Q10"
100234,木兔光太郎,0,5,0,0,5,0,6,6,6,6,34,,34,"Q1,Q3,Q4,Q6"
100235,赤苇京治,0,5,0,0,0,5,0,0,0,0,10,,10,"Q1,Q3,Q4,Q5,Q7,Q8,Q9,Q10"
100236,牛岛若利,5,5,5,5,0,5,0,6,3,6,40,,40,"Q5,Q7"
100237,天童觉,5,5,0,0,0,5,0,0,0,0,15,,15,"Q3,Q4,Q5,Q7,Q8,Q9,Q10"
100238,星海光来,0,5,0,5,0,0,0,0,0,0,10,,10,"Q1,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100239,佐久早圣臣,0,0,5,0,5,0,0,3,0,0,13,,13,"Q1,Q2,Q4,Q6,Q7,Q9,Q10"
100240,宫侑,5,5,5,5,5,0,0,0,6,0,31,,31,"Q6,Q7,Q8,Q10"
100241,幸平创真,5,5,0,0,0,0,0,0,0,0,10,,10,"Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10"
100242,薙切绘里奈,0,0,5,5,5,0,0,3,6,6,30,,30,"Q1,Q2,Q6,Q7"
100243,田所惠,0,0,5,0,5,5,3,6,0,0,24,,24,"Q1,Q2,Q4,Q9,Q10"
100244,塔克米阿尔迪尼,5,5,5,0,5,0,0,0,6,4,30,,30,"Q4,Q6,Q7,Q8"
100245,伊萨米阿尔迪尼,5,5,5,0,0,5,2,6,6,0,34,,34,"Q4,Q5,Q10"
100246,幸平城一郎,0,0,0,5,0,0,0,0,0,0,5,,5,"Q1,Q2,Q3,Q5,Q6,Q7,Q8,Q9,Q10"
100247,堂岛银,0,0,5,5,5,0,6,4,3,3,31,,31,"Q1,Q2,Q6"
100248,四宫小次郎,0,0,0,5,5,0,0,0,0,0,10,,10,"Q1,Q2,Q3,Q6,Q7,Q8,Q9,Q10"
100249,水户郁魅,0,5,5,0,0,0,0,3,3,0,16,,16,"Q1,Q4,Q5,Q6,Q7,Q10"
100250,吉野悠姬,0,5,5,0,5,5,0,0,6,6,32,,32,"Q1,Q4,Q7,Q8"
